ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.7807,0.7813,6.5922,-1.1663,1.1612,9.6676,-1.3352,-1.1792,1.5861,0.2187,0.2053,0.3895,162,10.05,12.81,-39,343.4,-6.8,6.88,5,996.98,49.256,46.162735,15.870477,744.5,NaN,,5.26,12.226105,343.9,23 / 25,8,2022-07-20 20:29:22:778
0.7005,1.1994,9.1741,0.1637,1.2172,9.7294,-0.5738,-0.281,2.8577,0.2852,-0.2085,0.0066,180.9675,12.11,11.63,-39.9,332.8,-7.61,4.4,5,996.97,47.292,46.162746,15.870463,744.19,NaN,,5.22,12.307409,330.6,22 / 25,507,2022-07-20 20:29:23:277
0.1992,0.8297,9.2602,-0.4708,0.9264,9.7514,-1.1014,-1.6223,3.9899,0.5776,0.202,0.7559,216,7.65,13.88,-41.16,341.38,-5.42,2.76,5,997.08,52.506,46.162746,15.870463,744.19,NaN,,5.22,12.307409,330.6,22 / 25,1007,2022-07-20 20:29:23:777
0.7525,0.7896,10.2664,0.2467,1.4335,9.6982,0.0646,-1.061,2.672,0.0334,0.1161,-0.1142,209.9925,14.44,11.51,-41.85,320.01,-8.41,-1.46,5,996.96,51.769,46.162758,15.870448,744.65,NaN,,5.22,12.226105,324.7,22 / 25,1507,2022-07-20 20:29:24:277
-1.2634,0.5306,13.599,-0.4515,1.1496,9.7286,-0.3843,0.7523,1.7686,-0.1109,-0.246,0.4384,198.99,11.27,12.66,-42.37,333.19,-6.73,2.66,5,996.95,50.688,46.162758,15.870448,744.65,NaN,,5.22,12.226105,324.7,22 / 25,2006,2022-07-20 20:29:24:776
-0.4887,-0.8746,12.6018,-0.1544,0.4493,9.7951,0.5136,-0.1434,1.2474,-0.167,-0.0196,-0.6046,206.01,12.81,13.74,-40.46,328.04,-3.79,3.7,5,996.94,40.664,46.162766,15.870433,744.08,NaN,,5.08,12.226105,321.4,21 / 24,2507,2022-07-20 20:29:25:277
-2.0949,-0.4128,13.9089,-0.9709,0.301,9.7538,-1.4177,1.2284,0.2553,-0.249,-0.0978,-0.1402,164.025,13.46,18.73,-39.02,335.84,-1.76,5.68,5,996.95,31.426,46.162766,15.870433,744.08,NaN,,5.08,12.226105,321.4,21 / 24,3007,2022-07-20 20:29:25:777
-0.2943,-0.7615,11.8708,-0.8868,0.3297,9.7609,0.6164,-9.00E-04,1.1476,-0.1779,-0.005,-0.2547,184.005,13.82,18.84,-38.68,334.75,-2.13,6.26,5,996.94,45.883,46.162777,15.870419,744.03,NaN,,5.15,12.226105,323.2,21 / 24,3507,2022-07-20 20:29:26:277
-0.7029,1.2359,10.9208,-1.1005,0.3632,9.7379,0.0926,0.478,-2.429,0.1324,0.6577,0.1159,159.975,14.31,18.98,-38.61,335.04,-2.12,6.45,5,996.95,43.885,46.162777,15.870419,744.03,NaN,,5.15,12.226105,323.2,21 / 24,4007,2022-07-20 20:29:26:777
-2.1906,-0.1442,8.6662,-1.4644,-0.0197,9.6967,-0.2722,0.2321,-2.7507,-0.1377,-0.4771,-0.0313,133.9875,17.34,18.53,-37.29,335.99,2.09,13.62,5,996.96,37.218,46.162785,15.870406,744.45,NaN,,5.15,12.226105,324.1,22 / 25,4507,2022-07-20 20:29:27:277
-1.3567,2.3031,8.5986,-0.8357,0.5457,9.7557,0.6973,0.1491,-4.0186,0.0033,0.1401,-0.1058,153.0225,15.43,18.96,-38.34,331.04,-3.19,4.9,5,996.93,26.771,46.162785,15.870406,744.45,NaN,,5.15,12.226105,324.1,22 / 25,5007,2022-07-20 20:29:27:777
-0.7262,0.8925,7.2999,-1.5104,0.832,9.6539,0.3717,-0.1161,-3.0201,-0.2226,0.0526,0.6254,127.98,14.7,16.97,-39.47,334.38,-6.59,6.73,5,996.96,27.741,46.162796,15.870392,745.96,NaN,,5.15,12.226105,324,21 / 25,5507,2022-07-20 20:29:28:277
-1.0487,0.4134,6.5898,-1.7684,-0.0298,9.6458,2.8511,-0.5776,-0.0654,-0.7272,2.0336,0.2433,136.0125,18.56,18.11,-37.71,326.19,-0.01,10.08,5,996.91,23.051,46.162796,15.870392,745.96,NaN,,5.15,12.226105,324,21 / 25,6009,2022-07-20 20:29:28:779
-1.3729,-1.1336,9.5934,-1.1246,0.0725,9.7417,-0.8408,-1.3077,0.5379,-0.2935,-0.2851,0.1871,114.0075,20.12,20.03,-36.28,328.4,-1.42,10.81,5,996.99,27.464,46.162804,15.870378,746.71,NaN,,5.11,12.226105,321.7,22 / 25,6507,2022-07-20 20:29:29:277
-1.1037,-1.5057,10.4602,-0.7841,-0.2846,9.7711,-0.7792,-1.503,1.4202,0.2397,0.2027,0.2484,135,17.19,19.86,-38.32,323.59,1.66,4.59,5,996.98,22.532,46.162804,15.870378,746.71,NaN,,5.11,12.226105,321.7,22 / 25,7007,2022-07-20 20:29:29:777
0.1825,-0.9284,10.2509,-0.4262,-0.0964,9.7969,0.2308,-0.9301,2.5281,-0.2753,0.3242,0.1285,136.0125,14.4,19.84,-38.18,332.99,-1.38,4.95,5,996.97,27.296,46.162815,15.870366,748.24,NaN,,5.26,12.226105,323.3,22 / 25,7507,2022-07-20 20:29:30:277
-0.2423,-1.2969,10.7599,-0.985,-0.4962,9.7444,0.6355,-0.2709,2.1212,-0.3722,0.8199,-0.6446,148.0275,13.24,20.42,-38.57,329.67,3.16,3.78,5,996.95,15.78,46.162815,15.870366,748.24,NaN,,5.26,12.226105,323.3,22 / 25,8007,2022-07-20 20:29:30:777
-3.5677,-1.1001,13.7593,-0.9516,0.3099,9.7555,-2.3467,0.2806,3.1311,-0.3221,0.5611,0.285,117.99,14.44,21.47,-37.56,332.82,0.72,5.16,5,996.94,19.418,46.162823,15.870355,748.31,NaN,,5.33,12.226105,326,22 / 25,8508,2022-07-20 20:29:31:278
-0.3643,-1.1569,11.3934,-1.0232,0.4111,9.7445,0.1784,-0.7054,1.686,-0.4761,0.0389,-0.6993,130.005,17.4,19.44,-38.48,327.89,-1.7,6.4,5,996.96,29.856,46.162823,15.870355,748.31,NaN,,5.33,12.226105,326,22 / 25,9007,2022-07-20 20:29:31:777
-2.9013,-0.944,12.9972,-1.3701,0.0439,9.7104,-0.5438,1.6781,-0.5744,-0.2401,-0.0202,0.4292,125.01,16.03,20.83,-37.2,329.53,1.57,6.47,5,996.92,20.021,46.16283,15.870343,748.3,NaN,,5.22,12.226105,323.9,22 / 25,9507,2022-07-20 20:29:32:277
-0.5336,-1.3543,13.3053,-0.9474,-0.2287,9.7581,0.4197,0.176,-0.6039,-0.0011,0.0145,-0.0118,128.9925,15.62,19.97,-37.61,331.16,0.19,7.44,5,996.94,20.595,46.16283,15.870343,748.3,NaN,,5.22,12.226105,323.9,22 / 25,10008,2022-07-20 20:29:32:778
-2.9599,1.2461,11.6345,-1.4197,-0.1872,9.7015,-0.218,2.0539,-1.3578,-0.0106,-0.3555,-0.4975,121.0275,15.86,20.49,-37.35,328.7,2.49,7.37,5,996.9,26.576,46.16284,15.87033,747.93,NaN,,5.4,12.226105,320.5,21 / 25,10507,2022-07-20 20:29:33:277
-2.0148,0.1184,10.8939,-1.2706,-0.2274,9.7213,-0.0355,0.795,-0.5631,-0.0535,-0.058,-0.2328,138.9825,16.78,20.66,-37.99,329.06,1.18,7.21,5,996.93,38.7,46.16284,15.87033,747.93,NaN,,5.4,12.226105,320.5,21 / 25,11007,2022-07-20 20:29:33:777
-1.87,1.0576,8.9324,-1.2249,-0.5544,9.714,0.1281,0.1565,-1.201,0.3758,0.5017,-0.0341,135,18,22.26,-36.92,323.18,5.71,6.79,5,996.9,26.478,46.162853,15.870317,748.61,NaN,,5.29,12.226105,324.7,21 / 25,11508,2022-07-20 20:29:34:278
-0.6431,1.1312,6.9817,-1.7191,-0.1805,9.6531,0.0037,-0.8056,-1.6489,0.218,-0.1093,0.5766,122.985,18.99,21.45,-36.11,331.1,2.3,12.56,5,996.91,28.061,46.162853,15.870317,748.61,NaN,,5.29,12.226105,324.7,21 / 25,12007,2022-07-20 20:29:34:777
-0.411,-0.058,6.8034,-1.1144,-0.1413,9.7421,1.8715,-0.008,-1.8344,0.0057,-0.2058,-0.3929,121.9725,19.58,19.28,-36.13,324.33,0.04,9.75,5,996.97,39.099,46.16286,15.870306,748.45,NaN,,5.29,12.226105,325.9,22 / 25,12508,2022-07-20 20:29:35:278
0.0156,-0.0706,8.2415,-1.1591,-0.0433,9.7378,1.7366,0.0388,-2.0663,0.0153,0.0949,0.1548,137.025,13.78,20.18,-38.55,332.78,0.09,5.41,5,996.95,17.996,46.16286,15.870306,748.45,NaN,,5.29,12.226105,325.9,22 / 25,13007,2022-07-20 20:29:35:777
0.1711,0.3703,6.4516,-1.0001,-0.3853,9.7479,-0.4303,-0.2453,3.0876,0.2621,0.5689,0.1396,137.97,12.96,19.03,-38.7,327.88,1.81,2.72,5,996.98,29.507,46.162872,15.870299,746.86,NaN,,5.29,12.226105,325.2,22 / 25,13508,2022-07-20 20:29:36:278
-0.1711,-0.0754,7.5416,-1.308,-0.0713,9.7188,-0.1857,-0.6538,3.3736,0.1042,-0.3752,0.4024,123.9975,14.51,21.34,-37.93,332.84,0.36,6.44,5,996.96,39.027,46.162872,15.870299,746.86,NaN,,5.29,12.226105,325.2,22 / 25,14007,2022-07-20 20:29:36:777
-1.3143,-1.6074,12.5061,-0.7766,-0.2065,9.7737,0.5695,-0.8059,2.8702,-0.5783,0.1539,-0.7278,132.975,16.31,19.48,-38.91,328.91,-2.1,5.29,5,996.95,44.237,46.162884,15.87029,745.58,NaN,,5.33,12.226105,328.7,22 / 25,14508,2022-07-20 20:29:37:278
-3.658,-1.2485,12.2267,-1.2626,0.1521,9.7238,-1.2367,-0.5721,1.2504,-0.6579,0.1487,-0.3052,115.02,15.58,20.93,-37.46,328.32,-0.64,4.24,5,996.93,27.603,46.162884,15.87029,745.58,NaN,,5.33,12.226105,328.7,22 / 25,15008,2022-07-20 20:29:37:778
-0.8794,-1.7509,13.3699,-1.1535,-0.3539,9.7321,-0.2946,-0.1392,1.0015,-0.2531,0.1513,-0.3846,116.9775,16.59,20.63,-36.75,330.07,0.34,7.6,5,996.92,30.195,46.16289,15.870281,745.34,NaN,,5.22,12.226105,325.6,21 / 25,15507,2022-07-20 20:29:38:277
-1.8508,1.9657,11.8217,-1.2902,0.7729,9.6906,-1.4007,0.995,0.4907,0.2865,-0.3536,0.277,98.01,18.08,17.89,-37.07,326.96,-2.05,8.09,5,996.98,37.287,46.16289,15.870281,745.34,NaN,,5.22,12.226105,325.6,21 / 25,16006,2022-07-20 20:29:38:776
-0.8997,0.2489,11.0836,-1.5032,1.0442,9.6343,-0.1006,-0.286,-0.6007,0.0023,-0.2408,0.1127,95.985,18.56,16.48,-37.01,330.38,-3.96,12.34,5,996.81,27.831,46.162903,15.870272,745.11,NaN,,5.04,12.226105,327.2,21 / 25,16508,2022-07-20 20:29:39:278
-3.9057,1.727,9.4654,-2.0591,0.3853,9.5803,-1.12,0.8919,-1.2412,0.4083,0.033,0.321,99.9675,16.76,18.04,-37.65,329.15,0.28,9.3,5,996.93,27.629,46.162903,15.870272,745.11,NaN,,5.04,12.226105,327.2,21 / 25,17008,2022-07-20 20:29:39:778
-1.3334,0.1131,7.7659,-2.2224,0.1122,9.5509,0.2666,-0.4916,-1.1336,0.0231,0.5059,0.0961,105.03,18.26,18.26,-36.45,330.22,-1.07,11.13,5,996.87,38.919,46.16291,15.870265,744.99,NaN,,5.36,12.226105,339.4,20 / 23,17507,2022-07-20 20:29:40:277
-0.6126,2.3515,6.8309,-1.0868,0.7572,9.7168,1.2193,-0.0944,-1.6907,0.501,0.0707,-0.0696,141.0075,14.25,18.56,-37.46,329.62,-3.04,2.62,5,996.89,30.356,46.16291,15.870265,744.99,NaN,,5.36,12.226105,339.4,20 / 23,18007,2022-07-20 20:29:40:777
-0.9918,0.8782,6.0969,-1.4482,0.7412,9.6708,0.2965,-0.2165,-2.0744,0.0303,0.1013,0.2273,120.015,12.28,17.57,-38.89,341.77,-4.16,7.4,5,997.01,36.146,46.16293,15.870257,745.61,NaN,,5.29,12.226105,335.4,21 / 23,18507,2022-07-20 20:29:41:277
-0.2489,0.6532,9.2507,-0.6986,0.192,9.7799,1.5322,0.0134,-0.6788,0.2543,0.3519,-0.2915,158.0175,14.34,18.79,-38.12,333.32,-0.47,6.36,5,996.91,29.7,46.16293,15.870257,745.61,NaN,,5.29,12.226105,335.4,21 / 23,19006,2022-07-20 20:29:41:776
-0.5821,0.402,9.9715,-0.6187,0.7013,9.762,-1.4843,-0.778,4.2464,-0.0095,0.1655,0.2042,173.0025,14.03,18.96,-38.74,334.41,-2.49,5.88,5,996.96,36.928,46.162937,15.870247,745.18,NaN,,5.15,12.226105,328.7,23 / 25,19508,2022-07-20 20:29:42:278
-0.14,-0.1418,10.6421,-0.3874,0.1899,9.7972,1.35,-0.344,3.804,-0.495,0.5965,-0.6821,191.97,11.34,16.74,-40.59,330.81,-2.79,0.55,5,996.99,41.542,46.162937,15.870247,745.18,NaN,,5.15,12.226105,328.7,23 / 25,20007,2022-07-20 20:29:42:777
-1.5344,-0.7543,13.0122,-0.205,0.6618,9.7821,-0.2274,-0.2701,3.0105,-0.5502,-0.12,-0.0607,238.005,10.88,18.49,-40.16,334.3,-5.22,0.88,5,996.91,39.368,46.162952,15.870237,744.69,NaN,,5.08,12.226105,325.9,23 / 25,20507,2022-07-20 20:29:43:277
-0.3523,-0.8752,12.7304,-0.8598,-0.1147,9.7682,0.7528,-0.5491,0.5487,-0.4217,0.4815,-0.7864,310.0275,12.71,20.21,-39,333.67,0.18,4.6,5,996.97,33.751,46.162952,15.870237,744.69,NaN,,5.08,12.226105,325.9,23 / 25,21007,2022-07-20 20:29:43:777
-2.083,1.3023,12.5025,-1.5209,0.3822,9.6804,-1.4721,0.521,-0.0582,0.1238,-0.6074,0.6229,288.0225,18.81,20.23,-36.39,325.49,-0.38,7.82,5,996.87,27.536,46.16296,15.870225,742.66,NaN,,4.97,12.226105,328.3,23 / 25,21506,2022-07-20 20:29:44:276
-2.5472,-0.8106,13.2156,-1.1301,0.5077,9.7281,0.2959,0.0666,-0.6961,-0.1633,0.3499,0.1794,336.015,20.01,17.23,-37.97,320.9,-2.97,6.63,5,996.92,17.069,46.16296,15.870225,742.66,NaN,,4.97,12.226105,328.3,23 / 25,22007,2022-07-20 20:29:44:777
-2.875,0.7573,10.6696,-1.1087,-0.0467,9.7437,-0.3818,1.3601,-0.5496,-0.1697,0.4117,-0.214,391.9725,17.96,17.53,-38.23,319.02,0.03,3.54,5,996.88,24.932,46.162968,15.870212,742.76,NaN,,5,12.226105,330.4,23 / 25,22507,2022-07-20 20:29:45:277
-0.7089,0.2919,7.8879,-0.5182,0.8382,9.757,-0.1409,-0.763,-2.1099,0.1508,-0.7024,-0.0198,393.9975,16.48,18.99,-38.27,330.58,-3.59,5.79,5,996.85,27.248,46.162968,15.870212,742.76,NaN,,5,12.226105,330.4,23 / 25,23007,2022-07-20 20:29:45:777
0.1789,1.5063,6.734,-0.8113,0.717,9.7467,-0.0235,-0.419,-1.6397,0.5151,0.173,-0.0121,438.0075,14.31,16.16,-39.79,326.54,-2.44,3.25,5,996.89,24.259,46.162983,15.870201,743.87,NaN,,5.54,13.06175,346.4,23 / 25,23507,2022-07-20 20:29:46:277
-0.2638,1.0905,7.7324,-1.1718,0.1469,9.7353,-0.1133,-0.4974,-1.6434,0.2542,0.0509,0.2768,456.975,14.46,15.49,-38.32,329.02,-0.86,6.86,5,996.85,33.671,46.162983,15.870201,743.87,NaN,,5.54,13.06175,346.4,23 / 25,24007,2022-07-20 20:29:46:777
-0.728,0.3954,6.1657,-1.0351,-0.7245,9.7249,0.6766,-0.5911,-1.0373,0.53,0.2672,-0.0303,493.02,10.03,15.54,-38.27,331.66,3.4,3.92,5,996.93,16.358,46.16299,15.870189,741.8,NaN,,5.29,12.472713,335,23 / 25,24507,2022-07-20 20:29:47:277
-0.5557,-0.8506,7.6427,-1.3121,-0.2316,9.7157,-2.2294,-1.5986,3.5378,0.2998,0.1898,0.3043,468.99,11.49,18.43,-36.86,340.42,1.45,7.53,5,996.95,12.573,46.16299,15.870189,741.8,NaN,,5.29,12.472713,335,23 / 25,25007,2022-07-20 20:29:47:777
0.3075,-0.9129,8.0082,-0.8851,-0.8721,9.7276,-1.7127,-1.9157,4.5845,0.1003,0.3502,-0.1062,471.015,16.37,19.63,-35.89,324.63,6.27,7.47,5,997.02,21.807,46.163,15.870176,743.9,NaN,,5.11,12.226105,327.3,22 / 24,25507,2022-07-20 20:29:48:277
-2.7775,-0.1184,11.2152,-1.3414,0.0388,9.7144,-2.543,-1.1634,4.4099,0.2841,0.4314,0.963,440.9775,16.65,20.03,-36.68,329.7,-0.23,7.86,5,997,12.363,46.163,15.870176,743.9,NaN,,5.11,12.226105,327.3,22 / 24,26006,2022-07-20 20:29:48:776
-0.4247,-0.7723,9.7651,-0.6285,-0.386,9.7789,-1.1734,-2.2773,4.8799,-0.1537,0.5848,-0.1823,462.9825,19.35,16.52,-36.86,322.29,-3.18,6.35,5,996.93,18.302,46.163013,15.870166,742.98,NaN,,4.97,12.417545,353.4,21 / 23,26506,2022-07-20 20:29:49:276
-3.8471,2.1236,13.6433,-1.8972,0.6369,9.6003,0.451,1.9803,-0.1689,-0.5136,0.0635,-0.0991,425.9925,15.56,16.82,-38.01,330.5,-2.62,7.88,5,996.95,13.311,46.163013,15.870166,742.98,NaN,,4.97,12.417545,353.4,21 / 23,27007,2022-07-20 20:29:49:777
-1.8251,-1.4118,12.8088,-1.4266,-0.1743,9.7008,0.6834,0.3209,-0.7963,-0.2786,-0.2096,0.0313,472.0276,13.33,12.11,-35.21,334.94,-1.28,11.14,5,996.87,15.175,46.16302,15.870158,744.73,NaN,,4.86,12.226105,337,21 / 24,27507,2022-07-20 20:29:50:277
-1.8413,1.7611,8.9204,-1.5969,-0.1654,9.6743,-0.4741,1.3585,-1.1921,0.0647,-0.487,0.0822,456.0301,12.32,12.56,-35.19,333.63,0.97,9.37,5,996.89,36.56,46.16302,15.870158,744.73,NaN,,4.86,12.226105,337,21 / 24,28007,2022-07-20 20:29:50:777
-2.0471,-0.7831,9.8991,-1.905,0.0821,9.6195,0.3689,0.1274,-2.411,-0.0855,-0.1329,-0.2909,474.9976,19.01,14.14,-35.27,323.19,-0.24,13.06,5,996.87,12.699,46.16303,15.870142,746.71,NaN,,4.68,12.573991,318.6,20 / 23,28507,2022-07-20 20:29:51:277
-1.3358,1.5679,8.1733,-1.4063,-0.3458,9.6991,0.4833,0.5791,-2.193,-0.1983,-0.3366,-0.1662,459.0001,20.66,16.48,-35.55,312.5,3.81,9.76,5,996.87,20.8,46.16303,15.870142,746.71,NaN,,4.68,12.573991,318.6,20 / 23,29007,2022-07-20 20:29:51:777
-1.0642,0.3996,4.675,-1.7835,0.6564,9.6207,1.0299,-0.8982,-2.0607,0.3331,0.6572,0.4411,470.0026,21.92,16.74,-35.74,321.28,-1.93,11.05,5,996.93,29.659,46.163036,15.870131,746.73,NaN,,4.36,12.322097,342.3,20 / 23,29507,2022-07-20 20:29:52:277
-0.7155,-0.4026,8.6955,-1.5361,-1.3135,9.5961,1.4361,0.2544,0.9785,0.233,0.4948,-0.3284,483.0301,22.61,15.71,-35.89,301.93,7.7,9.09,5,996.92,13.169,46.163036,15.870131,746.73,NaN,,4.36,12.322097,342.3,20 / 23,30007,2022-07-20 20:29:52:777
-0.6963,-0.5677,7.1599,-2.0412,-0.6075,9.5726,0.9786,-0.6454,-1.0104,0.1397,-0.0552,0.3897,440.9775,20.44,20.89,-34.05,323.01,4.28,10.15,5,996.95,16.822,46.163048,15.870123,739.59,NaN,,4.57,12.226105,353,20 / 23,30506,2022-07-20 20:29:53:276
-1.5314,-0.807,9.7902,-2.1889,-1.3299,9.4663,0.1767,-1.1616,2.9621,0.3721,0.0254,-0.4011,456.975,20.91,18.92,-34.67,315.66,6.22,10.29,5,996.92,15.323,46.163048,15.870123,739.59,NaN,,4.57,12.226105,353,20 / 23,31007,2022-07-20 20:29:53:777
-3.399,-1.3842,9.3817,-3.1598,-0.0969,9.2831,-2.7294,-1.2134,3.9414,0.0924,0.4039,0.6551,396.9675,20.63,22.29,-32.94,330.09,2.47,15.04,5,996.95,24.056,46.163055,15.870115,736.71,NaN,,4.5,12.226105,351.5,20 / 23,31507,2022-07-20 20:29:54:277
-2.5011,0.7567,10.5051,-1.9237,0.3013,9.6114,0.4494,-0.4769,3.4676,0.6714,-0.7288,-0.7082,433.0125,25.63,15.34,-33.36,310.33,-1.76,11.32,5,996.95,26.742,46.163055,15.870115,736.71,NaN,,4.5,12.226105,351.5,20 / 23,32007,2022-07-20 20:29:54:777
-1.7629,-1.209,12.1687,-2.2793,0.9294,9.4927,-1.8176,0.154,-1.9781,-0.0304,-0.7171,-0.4632,423.0225,25.2,14.66,-32.94,302.67,3.11,7.78,5,996.92,14.885,46.163067,15.870099,738.12,NaN,,5.26,12.226105,323.5,21 / 24,32507,2022-07-20 20:29:55:277
2.4084,1.5302,18.3709,-1.2777,1.7869,9.5575,0.439,0.9326,-0.1346,-0.0266,-0.4747,0.168,380.97,25.07,4.46,-35.74,307.99,-13.38,12.02,5,996.85,18.689,46.163067,15.870099,738.12,NaN,,5.26,12.226105,323.5,21 / 24,33007,2022-07-20 20:29:55:777
-0.8943,3.6179,7.2305,-1.2817,1.4336,9.6163,-0.9351,2.1736,-1.6176,-0.2268,-0.3302,-0.2397,395.01,21.06,6.41,-37.65,307.37,-8.5,7.85,5,996.87,28.889,46.16308,15.870083,737.88,NaN,,5.8,12.226105,341.1,22 / 24,33507,2022-07-20 20:29:56:277
0.6018,0.2273,8.3952,-0.8843,0.2589,9.7633,-0.7512,-0.1213,0.1992,0.1099,-0.2473,-0.2297,455.0175,16.71,13.26,-37.37,315.86,-1.51,5.18,5,996.89,17.83,46.16308,15.870083,737.88,NaN,,5.8,12.226105,341.1,22 / 24,34007,2022-07-20 20:29:56:777
-0.1819,1.3735,9.4582,-0.0536,-0.3596,9.7999,0.08,1.4763,-1.3664,-0.4026,0.2168,-0.0496,463.9951,13.07,16.28,-37.99,319.93,-3.13,-3.27,5,996.97,33.66,46.163094,15.870075,736.83,NaN,,4.43,12.226105,350.1,22 / 24,34507,2022-07-20 20:29:57:277
0.2979,0.4941,8.0716,-0.2567,0.0104,9.8033,0.1943,-0.4009,-1.556,0.1345,0.2107,0.4552,450.9676,11.59,18.96,-38.1,332.18,0.39,3.16,5,996.91,15.042,46.163094,15.870075,736.83,NaN,,4.43,12.226105,350.1,22 / 24,35007,2022-07-20 20:29:57:777
0.1286,0.6461,6.4672,-0.3297,0.1338,9.8002,1.3724,-0.2368,-3.0244,0.1629,0.2039,-0.2504,429.0301,13.39,18.26,-37.87,327.69,-0.78,1.93,5,996.95,21.331,46.1631,15.870059,737.56,NaN,,5.18,12.226105,323.5,22 / 25,35508,2022-07-20 20:29:58:278
-0.9224,-0.0024,8.1679,-0.5664,0.3861,9.7827,-0.09,-0.5566,-1.1001,0.3118,-0.0299,0.2839,407.025,12.88,17.08,-38.85,329.97,-2.26,3.31,5,996.9,21.924,46.1631,15.870059,737.56,NaN,,5.18,12.226105,323.5,22 / 25,36007,2022-07-20 20:29:58:777
0.3589,-0.0024,10.0062,-0.568,0.2774,9.7863,0.9213,0.5833,2.591,0.2104,0.1872,-0.1219,409.995,13.2,16.39,-39.07,323.72,-1.47,0.77,5,996.94,40.969,46.16311,15.870041,738.01,NaN,,4.61,12.226105,325,21 / 24,36506,2022-07-20 20:29:59:276
