ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.6957,2.6082,6.7645,0.2593,1.3839,9.705,-0.368,0.1587,-1.5542,-0.1548,-0.7922,-0.1538,0,-6.66,16.35,-38.55,19.38,-7.98,0.7,5,985.45,46.269,46.167797,15.859887,976.27,NaN,,5.72,12.226105,48.3,15 / 17,17,2022-08-21 21:50:45:333
2.1954,2.2427,5.9498,1.6429,1.0778,9.6078,1.0094,0.1332,0.8162,0.4901,-0.4826,0.0781,0,-6.38,16.5,-38.81,1.41,-7.48,-7.96,5,985.42,45.826,46.167797,15.859887,976.27,NaN,,5.72,12.226105,48.3,15 / 17,517,2022-08-21 21:50:45:833
-0.0347,2.4102,4.2185,0.7914,2.2157,9.5202,-1.0561,-0.558,-1.6515,0.7666,-0.5347,-0.556,0,-4.93,16.14,-39.21,7.33,-10.22,-3.04,5,985.46,47.359,46.16781,15.859901,977.43,NaN,,5.87,12.226105,43.8,15 / 17,1016,2022-08-21 21:50:46:332
0.4301,2.8415,5.1224,0.2996,0.0918,9.8016,1.6137,0.4479,-0.524,-0.954,-0.4463,-0.2303,0,3.39,16.39,-39.88,355.61,-4.9,2.16,5,985.46,48.684,46.16781,15.859901,977.43,NaN,,5.87,12.226105,43.8,15 / 17,1516,2022-08-21 21:50:46:832
0.2154,1.5434,6.1998,2.5647,1.4592,9.3522,-3.4764,-0.3978,-3.5393,0.3431,-0.1836,-1.2023,0,-3.86,19.93,-37.07,340.12,-4.27,-18.88,5,985.48,49.689,46.16782,15.859909,972.73,NaN,,5.51,12.226105,29.4,15 / 17,2017,2022-08-21 21:50:47:333
-0.3529,3.2566,8.5005,1.8864,-0.2276,9.6208,-0.2781,1.2198,3.0795,0.8484,0.4694,0.4034,0,-8.81,16.73,-37.28,6.07,1.33,-11.09,5,985.47,49.965,46.16782,15.859909,972.73,NaN,,5.51,12.226105,29.4,15 / 17,2517,2022-08-21 21:50:47:833
-0.6999,1.8616,6.5097,0.0701,1.8444,9.6314,-1.4759,1.3589,-1.9952,-0.541,0.9275,-0.2648,0,-0.17,17.18,-39.47,347.99,-11.83,-7.7,5,985.5,47.792,46.16783,15.859913,970.89,NaN,,5.29,12.226105,18.2,15 / 17,3017,2022-08-21 21:50:48:333
-0.6455,3.6652,7.2329,-2.6332,0.3061,9.4416,0.9711,1.7097,-0.8988,-0.892,0.2988,0.522,2.025,15.62,14.93,-38.44,343.19,-3.74,15.41,5,985.53,53.672,46.16783,15.859913,970.89,NaN,,5.29,12.226105,18.2,15 / 17,3517,2022-08-21 21:50:48:833
-2.4736,2.9892,6.061,-1.2148,1.484,9.6173,-0.4916,0.6007,-1.6067,0.3532,-0.4902,-0.8815,6.0075,22.76,13.76,-37.09,317.77,-6.71,9.07,5,985.54,54.342,46.167847,15.859911,968.65,NaN,,5.65,12.226105,7,15 / 17,4016,2022-08-21 21:50:49:332
1.0403,2.4215,8.1805,-2.1726,0.5536,9.5469,1.1294,0.2704,0.4541,0.0919,-0.6321,0.3063,7.02,18.41,14.23,-38.53,335.58,-9.88,11.96,5,985.53,52.422,46.167847,15.859911,968.65,NaN,,5.65,12.226105,7,15 / 17,4517,2022-08-21 21:50:49:833
