ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.1466,0.5282,7.739,-0.048,0.9249,9.7628,-0.0933,-0.7011,0.5472,-0.2079,0.1563,-0.0102,563.0175,17.25,12.38,-38.76,327.24,-14.39,4.47,5,998.9,38.925,46.16273,15.870442,743.92,NaN,,5.11,12.226105,321.9,23 / 28,4,2022-07-19 20:02:08:822
-0.5324,0.5079,9.3428,-0.808,0.1715,9.7718,-1.1348,-1.3563,1.7052,0.4873,0.025,0.1932,546.0075,15.6,17.78,-38.79,325.75,-1,4.73,5,998.87,47.194,46.162743,15.870432,741.16,NaN,,4.75,12.226105,328.2,23 / 28,504,2022-07-19 20:02:09:322
0.7962,1.1169,8.0261,-0.7658,1.3692,9.6803,-1.5466,-1.4759,2.4844,0.13,-0.1213,0.7491,527.9851,15.84,15.54,-39.9,331.38,-10.78,4.56,5,998.85,48.91,46.162743,15.870432,741.16,NaN,,4.75,12.226105,328.2,23 / 28,1004,2022-07-19 20:02:09:822
-0.1328,0.3105,10.7892,0.2017,1.2822,9.7204,0.0707,-0.6285,0.837,-0.3911,0.1654,-0.3583,630.9901,14.74,13.89,-40.39,322.33,-9.81,-1.25,5,998.81,38.541,46.16275,15.870423,739.95,NaN,,4.97,12.226105,323.6,23 / 28,1504,2022-07-19 20:02:10:322
-0.5856,1.456,10.9053,0.1405,1.9143,9.617,0.6948,0.3162,2.1432,0.3362,0.6178,-0.6862,613.9801,12.02,15.77,-40.57,327.6,-6.51,-1.43,5,998.87,36.558,46.16275,15.870423,739.95,NaN,,4.97,12.226105,323.6,23 / 28,2004,2022-07-19 20:02:10:822
1.2018,0.2859,13.1803,0.6554,1.0454,9.7287,0.2312,-0.4947,0.0773,0.0537,-0.3558,-0.7511,677.9701,12.94,16.31,-40.39,322.73,-3.28,-1.27,5,998.86,42.562,46.162766,15.870414,739.82,NaN,,4.82,12.226105,323.5,25 / 30,2503,2022-07-19 20:02:11:321
-1.1958,1.3172,12.8447,0.6487,1.8835,9.6022,-1.6604,0.7418,1.9128,0.1772,0.8189,0.9693,627.0075,8.96,16.61,-41.19,332.09,-9.33,-4.7,5,998.86,40.667,46.162766,15.870414,739.82,NaN,,4.82,12.226105,323.5,25 / 30,3003,2022-07-19 20:02:11:821
-0.1202,2.5938,10.2335,-1.1708,2.0882,9.5099,0.8866,0.4326,0.3005,0.118,0.5357,-0.3911,525.015,12.49,12.36,-41.7,331.08,-10.7,1.56,5,998.78,40.98,46.162777,15.870404,739.42,NaN,,4.97,12.226105,325.2,25 / 30,3504,2022-07-19 20:02:12:322
0.6126,4.1689,11.5813,-2.1507,1.7979,9.3975,0.5446,0.1675,-2.9335,0.2434,-0.0818,0.3271,405,18.38,12.94,-39.11,333.26,-8.59,11.82,5,998.83,43.818,46.162777,15.870404,739.42,NaN,,4.97,12.226105,325.2,25 / 30,4003,2022-07-19 20:02:12:821
1.0193,1.1545,8.6584,0.4591,1.2658,9.7138,0.2271,-1.0795,-0.6012,0.0334,0.7987,0.8013,548.0326,15.06,14.06,-39.71,323.8,-7.21,1.6,5,998.92,42.306,46.162785,15.870392,739.22,NaN,,4.97,12.226105,317.7,24 / 29,4504,2022-07-19 20:02:13:322
-0.1908,1.8299,6.5719,0.0345,1.2145,9.7311,0.2447,-0.1807,-2.4166,0.4378,-0.1641,-0.1404,486.0001,12.86,15.23,-40.99,322.48,-4.55,-1.35,5,998.85,40.503,46.162785,15.870392,739.22,NaN,,4.97,12.226105,317.7,24 / 29,5004,2022-07-19 20:02:13:822
