ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.9354,0.9272,9.856,-0.1437,0.555,9.7899,1.1489,0.7519,-0.9059,-0.3454,-0.0369,-0.1508,376.9875,-5.49,-28.13,-40.82,167.68,-3.24,0.84,,995.09,14.519,46.164482,15.869231,,NaN,,,6000,,0 / 0,15,2022-07-21 17:36:36:678
1.1982,1.4836,9.3571,0.6893,0.7877,9.7506,-1.4943,1.2026,0.8364,-0.1464,0.3597,-0.4843,315.0225,-7.59,-28.97,-40.73,177.05,-5.46,-9.28,,995.06,0,46.164482,15.869231,,NaN,,,6000,,0 / 0,516,2022-07-21 17:36:37:179
4.8126,2.1452,8.0746,3.0699,1.2608,9.228,-0.7199,0.2169,-2.5342,-0.0253,-0.4491,0.131,277.02,-17.31,-30.28,-40.56,172.45,-7.39,-18.4,,995.08,0,46.164482,15.869231,,NaN,,,6000,,0 / 0,1015,2022-07-21 17:36:37:678
1.3436,1.3448,8.8834,1.5011,0.3619,9.6843,-1.3573,-0.5381,-0.3385,-0.0335,-0.6051,-0.2483,263.9925,-17.01,-29.08,-41.19,158.99,-2.11,-8.81,,995.05,0,46.164482,15.869231,,NaN,,,6000,,0 / 0,1515,2022-07-21 17:36:38:178
1.8957,-1.3274,5.7649,0.9873,-1.6475,9.6167,-3.1041,-2.1401,-3.1136,2.1365,-2.4776,-1.3591,413.0325,-6.82,-17.89,-41.01,167.76,19.94,-0.41,,995.03,0,46.164482,15.869231,,NaN,,,6000,,0 / 0,2016,2022-07-21 17:36:38:679
0.4038,-0.7669,7.0995,1.3771,-1.4907,9.5944,-0.4479,0.3447,-1.9181,0.38,-0.0875,-0.0561,462.9825,-5.27,-15.6,-43.54,174.15,7.28,-3.64,,995.08,0,46.164482,15.869231,,NaN,,,6000,,0 / 0,2516,2022-07-21 17:36:39:179
0.8094,-0.7723,7.2347,1.5656,-1.7288,9.5253,-0.6857,-0.9057,0.6654,0.077,-0.42,-0.1336,551.0025,-2.38,-14.72,-44.55,193.23,10.15,-9.33,,995.08,0,46.164482,15.869231,,NaN,,,6000,,05-May,3016,2022-07-21 17:36:39:679
-0.923,1.0307,6.7561,1.0678,1.0406,9.6926,-2.0621,-2.1982,1.7854,-1.0358,-0.6091,-0.1407,434.025,-5.1,-24.28,-42.66,179.22,-6.09,-6.29,,995.18,0,46.164482,15.869231,,NaN,,,6000,,05-May,3515,2022-07-21 17:36:40:178
1.9914,-1.0032,10.0038,1.4645,-0.8636,9.6582,-0.5616,-0.1233,-0.2927,0.2372,0.1771,-0.2065,608.9851,-9.56,-26.74,-41.59,174.96,4.49,-9.85,,995.04,0,46.16291,15.870776,741.27,NaN,,2.38,95.30721,202.1,0 / 7,4015,2022-07-21 17:36:40:678
2.7021,-1.392,9.5629,1.9661,-0.6381,9.5863,0.9733,-1.1965,1.4783,-0.1122,-0.1839,-0.2316,663.9975,-12.39,-25.31,-41.93,167.96,3.09,-8.28,,995.04,0,46.16291,15.870776,741.27,NaN,,2.38,95.30721,202.1,0 / 7,4516,2022-07-21 17:36:41:179
3.6885,-2.9827,14.6184,1.2405,-0.7984,9.6951,0.7168,0.7421,2.349,-0.5353,0.3186,0.7584,808.9876,-6.28,-20.53,-43.44,178.84,4.67,-7.29,,995.08,0,46.162766,15.870699,879.81,NaN,,6.84,88.34212,127.7,05-Aug,5015,2022-07-21 17:36:41:678
1.5488,1.3836,12.4128,0.5235,1.1051,9.7301,0.0801,0.1937,1.5678,0.0107,0.0168,-0.3357,609.9975,-6.39,-25.84,-41.38,169.86,-6.47,-3.08,,995.04,0,46.162766,15.870699,879.81,NaN,,6.84,88.34212,127.7,05-Aug,5515,2022-07-21 17:36:42:178
-0.8883,-0.3051,12.2728,-0.2584,0.3004,9.7986,-0.5249,0.2197,0.2191,0.1587,0.0352,0.1485,702,1.89,-26.64,-40.18,186.38,-1.86,-1.25,,995.05,0,46.162704,15.870749,863.28,NaN,,10.26,78.678185,192.8,08-Nov,6016,2022-07-21 17:36:42:679
0.8931,0.4038,13.6205,0.2166,1.3225,9.7147,0.0024,0.8748,-2.973,-0.631,0.1173,0.5513,796.9726,5.96,-27.47,-39.04,197.71,-7.75,-1.28,,995.05,0,46.162704,15.870749,863.28,NaN,,10.26,78.678185,192.8,08-Nov,6515,2022-07-21 17:36:43:178
-2.1033,1.657,10.6026,0.2618,1.0307,9.7488,0.0365,0.1624,-3.4318,-0.3525,-0.0806,-0.9051,1199.0026,5.25,-25.39,-39.79,196.37,-6.03,-1.54,,995.04,0,46.162823,15.870816,808.79,NaN,,,21.336687,,Sep-16,7015,2022-07-21 17:36:43:678
0.256,2.9414,7.5105,-0.1519,1.1516,9.7376,0.148,1.2173,-2.1614,-0.5781,0.3361,0.4162,1489.9951,6.77,-28.07,-38.32,195.35,-6.74,0.89,,995.04,0,46.162823,15.870816,808.79,NaN,,,21.336687,,Dec-20,7515,2022-07-21 17:36:44:178
-0.3817,2.0058,7.2712,0.9095,2.275,9.4957,-0.5676,-1.41,-1.8934,0.2707,-1.1731,-0.8699,2113.02,-0.51,-29.08,-39.75,183.23,-6.82,-3.38,,995.1,0,46.162823,15.870816,808.79,NaN,,,21.336687,,Dec-20,8017,2022-07-21 17:36:44:680
0.3619,2.3892,6.9218,-0.1204,1.5616,9.6808,-0.7942,0.0045,1.3612,0.5749,-0.1917,-0.0852,2772.0227,-4.91,-32.81,-37.35,168.44,-9.16,0.71,,995.11,0,46.162987,15.870788,685.68,NaN,,4.82,27.088673,237.7,18 / 23,8515,2022-07-21 17:36:45:178
0.5474,1.9735,5.5011,1.2109,2.5196,9.3998,0.2522,-1.6556,1.3079,0.962,0.106,-0.6185,2827.9802,-0.86,-33.15,-37.22,189.46,-14.89,-7.34,,995.06,0,46.162987,15.870788,685.68,NaN,,4.82,27.088673,237.7,18 / 23,9016,2022-07-21 17:36:45:679
0.0646,-0.1071,8.7416,1.0771,-0.1156,9.7466,-0.739,-0.4982,0.7332,0.0497,-0.562,0.0767,3896.0327,-11.53,-30.04,-39.3,165.92,0.68,-6.31,,995.11,0,46.162945,15.870757,672.23,NaN,,4.97,21.872204,224.5,18 / 23,9515,2022-07-21 17:36:46:178
0.5946,0.1089,7.8509,0.997,0.3538,9.7494,0.2527,-1.119,1.1485,0.4057,0.2967,-0.5189,4165.02,-7.89,-25.82,-42.43,163.3,-2.75,-1.11,,995.1,0,46.162945,15.870757,672.23,NaN,,4.97,21.872204,224.5,18 / 23,10016,2022-07-21 17:36:46:679
-0.6233,0.5354,10.7163,0.6099,0.3049,9.7829,-0.2072,0.6903,2.5912,-0.469,-0.3286,0.0054,4270.995,3.24,-24.21,-41.02,193.71,-1.78,-3.57,,995.09,0,46.162888,15.870761,700.67,NaN,,4.61,18.824484,232.7,18 / 23,10515,2022-07-21 17:36:47:178
1.1731,-0.7944,15.1837,0.0744,0.9751,9.7578,1.3848,0.9309,2.0388,-0.3722,0.1752,-0.3942,4128.0303,3.88,-27.17,-40.09,190.65,-5.71,-0.44,,995.05,0,46.162888,15.870761,700.67,NaN,,4.61,18.824484,232.7,18 / 23,11015,2022-07-21 17:36:47:678
