ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.325,0.6927,7.1521,0.0261,0.3866,9.799,1.2149,0.3048,-1.9021,-0.0538,0.9349,0.2249,14529.984,-13.5,9.56,-32.23,45.55,-2.6,-4.05,5,990.28,20.514,46.16778,15.859735,846.32,NaN,,5.18,16.325245,25.5,15 / 20,18,2022-07-28 08:17:27:917
2.0997,1.9657,9.1095,-1.1836,0.6591,9.7126,-0.9281,1.0793,-0.3859,-0.3902,-0.7027,0.6758,22770.99,-10.14,13.28,-32.79,42.69,-3.85,6.95,5,990.25,27.687,46.16778,15.859735,846.32,NaN,,5.18,16.325245,25.5,15 / 20,518,2022-07-28 08:17:28:417
-0.274,-0.3272,7.8999,-0.0057,-0.4734,9.7952,-1.00E-04,0.8621,-0.0089,-0.8083,-1.0629,-0.1663,25571.97,-10.16,11.63,-33.49,44.51,-4.96,7.85,5,990.29,25.215,46.167797,15.859749,843.55,NaN,,5.15,16.712357,34.6,15 / 20,1018,2022-07-28 08:17:28:917
-1.1503,2.0853,8.607,-0.1355,-0.1212,9.805,-0.9689,1.7208,-2.4382,-1.0043,0.5265,0.7482,16412.018,-17.12,15.36,-29.29,45.23,-3.02,-0.68,5,990.28,34.444,46.167797,15.859749,843.55,NaN,,5.15,16.712357,34.6,15 / 20,1518,2022-07-28 08:17:29:417
-0.2118,0.4253,7.471,-0.9469,-0.2653,9.7572,0.219,-0.5882,1.3396,-0.3464,0.3364,0.2625,25778.994,-10.74,14.93,-31.76,41.52,-0.39,4.48,5,990.39,37.487,46.167812,15.85976,841.06,NaN,,6.08,15.682845,25.4,15 / 20,2019,2022-07-28 08:17:29:918
0.9111,1.9729,7.5757,-0.7288,-0.0433,9.7794,-1.4779,-1.5275,4.8445,0.3797,-0.1798,0.9766,22173.008,-2.74,16.91,-31.97,17.67,0.25,4.26,5,990.38,29.049,46.167812,15.85976,841.06,NaN,,6.08,15.682845,25.4,15 / 20,2517,2022-07-28 08:17:30:416
0.4989,-0.21,11.8923,-0.2964,0.6307,9.7819,-0.9749,-2.855,7.9316,0.0493,-0.1989,0.4123,19231.021,-2.32,16.41,-32.01,8.86,-6.81,1.91,5,990.37,31.701,46.167824,15.859766,836.82,NaN,,5.11,14.942022,16.2,15 / 20,3018,2022-07-28 08:17:30:917
0.4451,1.6582,11.7625,0.0819,0.9239,9.7627,0.222,0.3231,1.8873,-0.4756,0.155,-0.2724,18368.979,-2.25,13.86,-33.58,2.93,-9.72,-1.68,5,990.29,36.46,46.167824,15.859766,836.82,NaN,,5.11,14.942022,16.2,15 / 20,3518,2022-07-28 08:17:31:417
-2.3019,-0.4816,12.8638,-1.0507,1.195,9.6767,-0.2362,0.0138,-0.8036,-0.0589,0.4746,-0.2913,22957.021,-4.12,17.03,-31.97,19.75,-7,6.2,5,990.34,37.404,46.16784,15.859774,840.79,NaN,,4.82,13.771174,13.8,15 / 20,4018,2022-07-28 08:17:31:917
-2.2481,-2.86,15.4134,-1.4563,0.3063,9.6931,0.8004,-0.5477,-0.5075,-0.4794,-0.3545,-0.3716,20019.016,-2.93,19.22,-30.53,20.8,-1.79,8.54,5,990.28,41.014,46.16784,15.859774,840.79,NaN,,4.82,13.771174,13.8,15 / 20,4518,2022-07-28 08:17:32:417
