ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.2177,2.336,8.6411,0.5224,2.5431,9.4567,0.2563,0.2791,0.1921,0.2285,0.0901,0.0538,870.0075,-19.89,-9.02,-46.54,77.78,-15.03,-3.16,5,995.9,27.602,46.167793,15.859889,861.5,NaN,,2.92,16.345795,39.1,17 / 20,14,2022-07-12 20:20:19:647
0.1184,3.9876,8.5131,-0.2047,2.8033,9.3952,0.1392,1.0673,-0.5237,-0.0569,0.1454,0.0648,976.9951,-13.18,-7.48,-48.77,63.2,-15.85,0.17,5,995.89,32.76,46.167793,15.859889,861.5,NaN,,2.92,16.345795,39.1,17 / 20,513,2022-07-12 20:20:20:146
-0.9852,2.0931,8.4568,-0.1955,2.2114,9.5521,-0.2228,-0.6565,1.2374,0.1067,-0.0681,0.0528,983.0026,-9.67,-4.8,-49.13,52.92,-15.88,1.5,5,995.91,28.743,46.167774,15.859884,860.07,NaN,,1.98,13.896507,39.1,17 / 21,1013,2022-07-12 20:20:20:646
0.2489,2.0871,6.6377,-0.0736,1.4034,9.7054,0.8728,0.0206,1.0641,-0.6887,0.2195,-0.1645,967.0051,-9.99,-2.66,-48.49,69.43,-8.23,0.43,5,995.9,30.824,46.167774,15.859884,860.07,NaN,,1.98,13.896507,39.1,17 / 21,1513,2022-07-12 20:20:21:146
0.9021,1.5374,7.5356,-0.2471,1.0846,9.7434,-1.0777,-0.942,1.1747,-0.1655,-0.1474,0.2815,981.9901,-9.86,-1.82,-48,61.96,-9.82,1.87,5,995.96,35.122,46.167774,15.859876,853.09,NaN,,5.62,12.916694,24.7,18 / 21,2014,2022-07-12 20:20:21:647
1.6504,1.7498,12.1914,-0.3688,1.4476,9.6922,0.9694,0.0365,2.1499,-0.3406,0.4886,0.3382,990.9675,-9.83,0.34,-46.95,50.11,-10.29,0.05,5,996.05,30.682,46.167774,15.859876,853.09,NaN,,5.62,12.916694,24.7,18 / 21,2514,2022-07-12 20:20:22:147
-1.0134,1.5218,10.4913,-0.7326,1.9165,9.5896,-0.6947,0.1094,2.2882,-0.6225,0.1014,0.4277,960.9976,-7.14,-1.01,-48.84,46.44,-12.17,3.21,5,995.97,35.939,46.167774,15.859876,853.09,NaN,,5.62,12.916694,24.7,18 / 21,3015,2022-07-12 20:20:22:648
-0.0604,0.3021,12.9296,-0.083,0.8182,9.7721,0.9639,0.676,1.3558,-0.8101,0.4875,-0.4268,959.985,-4.82,1.91,-47.62,24.58,-7.16,-1.61,5,995.95,30.09,46.167774,15.859876,853.09,NaN,,5.62,12.916694,24.7,18 / 21,3514,2022-07-12 20:20:23:147
0.6251,1.133,10.3208,-0.9212,1.1506,9.6952,-1.4285,-1.7378,3.9272,0.0321,0.1467,1.107,947.025,-5.06,3.24,-46.84,32.19,-9.1,1.86,5,996.05,25.238,46.167786,15.859873,841.02,NaN,,5.58,12.226105,12.9,19 / 22,4013,2022-07-12 20:20:23:646
1.666,-0.6491,13.9478,0.2194,0.4504,9.7938,0.4037,-1.3877,5.565,-0.0231,0.3339,-0.0994,990.9675,1.84,5.19,-46.2,336.72,-5.62,-2.58,5,995.92,33.012,46.167786,15.859873,841.02,NaN,,5.58,12.226105,12.9,19 / 22,4513,2022-07-12 20:20:24:146
