ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.4839,-0.4899,13.2383,-0.7622,0.8811,9.7372,0.5146,-0.9217,1.1364,0.131,0.7727,-0.0278,1450.9801,-19.37,-19.44,-39.37,125.29,-5.15,4.48,5,987.25,28.778,46.168648,15.859992,832.66,NaN,,5.4,12.226105,115,Nov-24,17,2022-07-29 19:36:43:490
0.7442,-2.8941,18.9206,0.7167,0.8914,9.7397,-3.998,-0.6,-1.187,-0.3249,-3.7409,0.2598,1391.9851,-20.96,-20.89,-38.32,133.67,-5.22,-4.21,5,987.36,18.102,46.168644,15.860009,831.41,NaN,,5.4,12.226105,116,Nov-24,517,2022-07-29 19:36:43:990
0.7089,-1.9448,14.1458,0.4804,-0.5776,9.7778,1.3343,-1.2102,1.2128,-0.4646,0.9283,-1.0523,1654.02,-25.59,-15.58,-37.59,127.94,4.51,-2.38,5,987.29,28.207,46.168644,15.860009,831.41,NaN,,5.4,12.226105,116,Nov-24,1016,2022-07-29 19:36:44:489
-1.4034,-3.3075,16.7067,-0.2026,-0.2359,9.8017,-1.5624,0.8966,-0.4911,-0.1074,-0.0766,0.1055,1702.0126,-22.61,-13.8,-38.83,122.09,1.38,1.18,5,987.35,21.108,46.168636,15.860026,830.85,NaN,,5.4,12.226105,119.7,Nov-24,1517,2022-07-29 19:36:44:990
0.0467,0.0407,12.7783,-0.3416,-0.0522,9.8006,0.2811,-0.0396,-0.9381,0.1689,-0.1023,-0.2602,1670.0176,-22.56,-14.7,-39,121.98,0.31,2,5,987.23,15.886,46.168636,15.860026,830.85,NaN,,5.4,12.226105,119.7,Nov-24,2017,2022-07-29 19:36:45:490
-1.5356,-0.8154,12.3577,-0.9137,0.5589,9.748,-0.7545,0.1837,1.367,0.0632,0.0015,0.2537,1656.9901,-21.06,-18.64,-38.91,124.49,-3.27,5.35,5,987.31,15.255,46.16863,15.860041,829.68,NaN,,5.44,12.226105,124.9,Nov-24,2518,2022-07-29 19:36:45:991
0.5127,-0.1304,10.5027,-0.1335,0.1576,9.8045,0.7565,-0.2068,0.9344,0.104,0.1974,-0.2879,1698.975,-24.62,-17.21,-38.93,122.68,-1.02,0.61,5,987.29,14.572,46.16863,15.860041,829.68,NaN,,5.44,12.226105,124.9,Nov-24,3016,2022-07-29 19:36:46:489
-0.9033,1.1408,9.0778,-0.5853,0.3253,9.7838,-0.2169,1.366,-2.2145,0.3324,0.1406,-0.0111,1734.0076,-26.06,-16.97,-38.46,119.22,-1.9,3.42,5,987.29,27.83,46.168617,15.860056,829.22,NaN,,5.62,12.226105,128.1,Nov-24,3519,2022-07-29 19:36:46:992
0.463,-1.6253,11.0243,0.1136,0.0364,9.8059,0.8535,0.9125,-2.5233,-0.0916,0.0834,-0.1032,1752.975,-23.47,-15.77,-38.76,125.11,-0.21,-0.66,5,987.26,34.22,46.168617,15.860056,829.22,NaN,,5.62,12.226105,128.1,Nov-24,4016,2022-07-29 19:36:47:489
-2.272,-0.652,14.1452,-0.0478,0.1734,9.805,-0.7526,1.6624,-2.4633,0.1366,0.1142,-0.0531,1750.0052,-22.16,-16.65,-38.62,126.32,-1.01,0.28,5,987.35,22.647,46.16861,15.86007,828.53,NaN,,5.44,12.226105,129.9,Nov-24,4517,2022-07-29 19:36:47:990
0.5563,-1.3436,10.8455,0.2589,0.5107,9.7899,0.5129,-1.0641,-0.5622,-0.0115,-0.3645,-0.4253,1778.0176,-19.78,-16.71,-38.85,124.81,-2.94,2.39,5,987.3,14.474,46.16861,15.86007,828.53,NaN,,5.44,12.226105,129.9,Nov-24,5017,2022-07-29 19:36:48:490
