ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.0279,1.7145,9.6156,-2.1258,1.5077,9.454,0.5883,0.0863,0.3898,0.0927,0.6789,-0.1089,0,32.29,-7.07,-54.45,276.66,-8.84,12.67,5,990.71,18.996,46.162895,15.870135,780.29,NaN,,1.51,48.37489,290.1,0 / 12,5,2022-08-21 23:29:40:032
-2.5537,1.063,11.3521,-3.0775,1.5996,9.1728,0.3894,-0.1249,0.6093,0.2482,0.5777,-0.0404,0,35.01,-5.98,-52.46,283.31,-9.39,18.55,5,990.73,50.056,46.162895,15.870135,780.29,NaN,,1.51,48.37489,290.1,0 / 12,505,2022-08-21 23:29:40:532
2.8193,0.6987,10.8335,1.2634,0.6973,9.6999,0.7717,0.9945,-0.0675,-0.0246,-0.1519,-0.889,0,30.41,-4.22,-55.91,269.51,-4.08,-7.42,5,990.8,22.403,46.162945,15.87013,717.95,NaN,,0,39.81982,,12-Dec,1006,2022-08-21 23:29:41:033
-1.5894,-0.2614,10.5254,-0.0837,0.7065,9.7808,0.5207,0.794,-0.7707,-0.325,-0.1599,-0.1976,0,20.64,5.01,-60.24,299.34,-5.83,1.18,5,990.7,27.138,46.162945,15.87013,717.95,NaN,,0,39.81982,,12-Dec,1506,2022-08-21 23:29:41:533
-0.4534,1.7288,11.5047,0.3809,0.3155,9.7942,-0.4925,1.9711,-2.4529,-1.1233,-0.3197,-0.2598,0,19.05,11.42,-58.09,301.14,-1.84,-2.23,5,990.68,32.962,46.162907,15.870093,746.76,NaN,,2.23,16.738794,358.9,Dec-20,2006,2022-08-21 23:29:42:033
0.1842,0.5103,7.2138,0.6494,0.7623,9.7554,-0.6707,-1.36,-1.2677,0.7037,-0.3524,-0.2594,0,16.56,10.73,-58.91,301.96,-1.19,-2.5,5,990.74,31.771,46.162907,15.870093,746.76,NaN,,2.23,16.738794,358.9,Dec-20,2506,2022-08-21 23:29:42:533
-1.4937,-0.1956,13.3137,-0.3203,1.0197,9.7482,-0.127,0.1714,2.3384,0.3436,0.3926,0.74,0,11.85,12.3,-60.38,331.17,-5.97,1.88,5,990.74,35.005,46.162907,15.870093,746.76,NaN,,2.23,16.738794,358.9,Dec-20,3006,2022-08-21 23:29:43:033
-0.6239,-0.5228,15.256,0.3495,1.0812,9.7406,0.6317,-0.7464,2.0449,-0.1071,0.012,0.0652,0,15.71,10.46,-60.19,320.59,-9.17,0.03,5,990.72,36.655,46.16292,15.870086,757.01,NaN,,5.11,13.18461,320.1,16 / 22,3505,2022-08-21 23:29:43:532
-0.8955,0.4989,13.8144,0.2695,0.2432,9.7999,-0.9577,1.1302,-1.5077,-0.7228,-0.4135,0.2044,0,16.05,13.28,-59.18,319.22,-4.43,0.85,5,990.72,37.823,46.162933,15.870081,764.88,NaN,,4.32,13.62239,318.4,17 / 23,4006,2022-08-21 23:29:44:033
0.8357,1.2455,7.3298,0.6153,1.2232,9.7106,0.6055,-0.0103,-2.3327,-0.1376,0.2527,-0.5564,0,16.78,10.05,-60.51,308.68,-7.59,-4.92,5,990.73,53.069,46.162933,15.870081,764.88,NaN,,4.32,13.62239,318.4,17 / 23,4506,2022-08-21 23:29:44:533
-0.5761,1.2508,6.2381,0.9575,1.1103,9.6964,0.0122,-0.7037,-2.8664,0.4107,0.2512,-0.4414,0,14.31,10.44,-61.57,304.02,-3.64,-6.04,5,990.72,55.481,46.162933,15.870081,764.88,NaN,,4.32,13.62239,318.4,17 / 23,5005,2022-08-21 23:29:45:032
-0.1627,1.4309,5.7218,0.3689,1.3222,9.7101,1.126,-0.6621,-1.3985,0.1892,0.8958,0.0509,0,8.76,11.31,-61.27,318.66,-7.29,-6.87,5,990.7,55.176,46.16294,15.870071,764.94,NaN,,4.39,13.326087,321.7,17 / 23,5506,2022-08-21 23:29:45:533
0.0975,0.2016,7.7186,0.4068,1.4973,9.6831,0.5897,-0.4823,-1.1758,0.411,-0.0296,-0.2536,0,14.34,9.92,-61.31,315.98,-4.83,-0.55,5,990.74,45.371,46.162945,15.870059,761.88,NaN,,4.97,12.929769,326.3,17 / 23,6006,2022-08-21 23:29:46:033
-1.1551,0.676,10.2706,-0.0356,1.5485,9.6836,-0.4126,-0.167,3.6933,-0.0363,0.3926,0.2678,0,13.76,7.31,-61.71,316.68,-12.42,-4.45,5,990.75,38.52,46.162945,15.870059,761.88,NaN,,4.97,12.929769,326.3,17 / 23,6505,2022-08-21 23:29:46:532
1.0965,0.5539,8.3198,-0.2353,0.8744,9.7648,-0.0828,-1.4377,4.6519,0.161,0.5542,-0.3719,0,18.19,8.85,-61.11,309.09,-6.76,-1.67,5,990.72,40.166,46.162945,15.870059,761.88,NaN,,4.97,12.929769,326.3,17 / 23,7006,2022-08-21 23:29:47:033
-2.0949,0.1693,10.0929,-0.7676,1.5349,9.6553,-0.982,0.179,4.1488,0.0504,0.1633,0.1971,0,17.89,9.06,-60.81,319.15,-8.46,2.29,5,990.72,43.251,46.162952,15.870045,760.64,NaN,,5.11,12.746187,323,17 / 23,7506,2022-08-21 23:29:47:533
0.3954,1.4495,9.9757,-0.6373,1.3825,9.6878,0.8614,-0.5125,4.2124,-0.1273,0.2408,-0.4004,0,21.49,5.94,-60.6,314.25,-10.31,3.28,5,990.73,48.703,46.162964,15.870031,759.6,NaN,,5.29,12.367665,320.5,17 / 23,8006,2022-08-21 23:29:48:033
-3.2154,1.6199,15.3177,-0.4254,1.7433,9.6411,-0.5225,1.3247,0.7068,-0.3902,-0.3067,-0.0687,0,20.76,7.82,-60.32,315.55,-10.24,2.53,5,990.71,42.082,46.162964,15.870031,759.6,NaN,,5.29,12.367665,320.5,17 / 23,8505,2022-08-21 23:29:48:532
0.9153,0.1268,10.989,-0.5606,1.2148,9.715,0.4953,-0.6695,0.7767,-0.0724,-0.0796,-0.1558,0,20.96,9.45,-59.91,318.8,-9.53,4.09,5,990.73,41.342,46.162964,15.870031,759.6,NaN,,5.29,12.367665,320.5,17 / 23,9006,2022-08-21 23:29:49:033
-0.9099,1.9418,15.1884,-0.4847,1.1493,9.727,-0.9757,0.9567,0.7157,0.0531,-0.1095,0.1577,0,19.03,11.57,-59.23,316.07,-4.67,2.69,5,990.72,38.339,46.162975,15.870016,758.86,NaN,,5.26,12.226105,321.6,17 / 23,9507,2022-08-21 23:29:49:534
0.5204,-0.3637,13.0283,-0.3843,1.1082,9.7363,-0.1629,-0.3687,-0.919,-0.3613,-0.6712,-0.1177,0,19.54,8.34,-59.08,324.22,-9.7,6.61,5,990.71,40.823,46.162975,15.870016,758.86,NaN,,5.26,12.226105,321.6,17 / 23,10006,2022-08-21 23:29:50:033
-0.2261,2.8361,8.802,-0.3687,0.7143,9.7736,0.0753,0.107,-3.9365,-0.3587,-0.6351,-0.1665,0,19.43,10.61,-59.12,307,-0.91,3.02,5,990.69,42.815,46.162987,15.870003,758.5,NaN,,5.11,12.226105,320.3,17 / 23,10506,2022-08-21 23:29:50:533
-0.2237,0.3673,6.9697,-0.2517,1.1062,9.7408,0.0247,-1.4709,-3.0539,0.3535,0.0573,0.3067,0,17.03,11.81,-59.31,318.25,-5.42,1.29,5,990.7,36.114,46.162987,15.870003,758.5,NaN,,5.11,12.226105,320.3,17 / 23,11005,2022-08-21 23:29:51:032
0.0652,0.5731,6.3685,-0.7059,0.8091,9.7477,1.4239,-0.3499,-1.971,0.3336,0.6267,0.0501,0,16.84,11.21,-59.74,313.86,-2.36,2.81,5,990.7,36.97,46.162994,15.86999,758.28,NaN,,4.75,12.226105,319.8,17 / 23,11506,2022-08-21 23:29:51:533
-0.7382,0.9093,6.0616,-0.6895,1.509,9.6653,0.6303,-0.9661,-1.4813,0.1373,0.2185,0.1342,0,20.4,6.84,-59.77,315.9,-8.82,3.97,5,990.71,43.54,46.16301,15.869978,758.53,NaN,,4.68,12.226105,317.7,17 / 23,12006,2022-08-21 23:29:52:033
1.1145,0.7992,8.1015,-0.5254,0.4935,9.7801,0.1166,-0.4445,4.834,-0.0553,0.6136,-0.2418,0,20.72,6.15,-60.36,298.63,-5.15,0.17,5,990.73,38.082,46.16301,15.869978,758.53,NaN,,4.68,12.226105,317.7,17 / 23,12506,2022-08-21 23:29:52:533
-3.0269,-1.1186,10.1904,-1.2508,0.4619,9.7156,0.2795,0.3368,3.5636,-0.0855,-0.1774,-0.4255,0,23.23,12.36,-57.28,311.24,-2.17,6.65,5,990.72,34.774,46.16301,15.869978,758.53,NaN,,4.68,12.226105,317.7,16 / 24,13006,2022-08-21 23:29:53:033
0.195,-0.0467,13.4411,-0.5397,0.5903,9.774,-0.5013,-0.2774,2.1736,-0.4904,-0.4367,-0.51,0,22.37,9.3,-58.37,315.97,-7.2,5.92,5,990.71,31.503,46.163017,15.869967,757.8,NaN,,4.61,12.226105,317,16 / 24,13505,2022-08-21 23:29:53:532
-0.451,1.3047,12.5695,-0.3719,0.9993,9.7485,-0.9904,0.913,0.7946,-0.0903,-0.2489,0.0234,0,18.39,11.48,-58.61,317.62,-5.5,2.68,5,990.71,40.432,46.163017,15.869967,757.8,NaN,,4.61,12.226105,317,16 / 24,14006,2022-08-21 23:29:54:033
0.9607,1.672,9.2465,-0.7103,1.5769,9.6529,0.0548,-0.776,-2.9548,-0.2996,-0.1684,-0.0975,0,19.69,8.57,-59.06,319.95,-9.25,4.21,5,990.7,42.375,46.163025,15.869958,759.07,NaN,,4.43,12.226105,323,16 / 24,14506,2022-08-21 23:29:54:533
-0.4427,2.0082,7.867,-0.2101,1.2146,9.7289,0.1855,0.0557,-3.018,0.3997,0.0266,-0.3347,0,18.99,8.68,-59.98,307.16,-4.43,0.97,5,990.7,50.24,46.163025,15.869958,759.07,NaN,,4.43,12.226105,323,16 / 24,15006,2022-08-21 23:29:55:033
-1.6247,0.7412,7.2407,-1.4296,1.2833,9.6166,0.0834,-0.8741,-3.2785,0.1185,0.2004,0.6045,0,17.01,10.41,-59.27,330.68,-6.03,7.48,5,990.69,43.365,46.163033,15.869955,757.32,NaN,,4.14,12.226105,332.3,16 / 24,15506,2022-08-21 23:29:55:533
0.2142,1.9364,6.408,-0.4341,0.8261,9.7621,1.0646,0.2185,-1.5889,0.381,0.0069,-0.1189,0,19.48,9.69,-58.67,310.11,-2.22,4.2,5,990.7,38.337,46.163033,15.869955,757.32,NaN,,4.14,12.226105,332.3,16 / 24,16006,2022-08-21 23:29:56:033
-0.786,-0.0443,6.993,-1.1387,1.2998,9.6532,-1.6129,-1.5426,6.1825,0.6332,0.107,0.6638,0,18.13,10.56,-58.72,329.95,-7.62,6.73,5,990.72,44.487,46.163044,15.86995,756.11,NaN,,4.46,12.226105,333.1,16 / 24,16506,2022-08-21 23:29:56:533
-0.4499,0.466,12.3326,-0.403,0.7547,9.7693,0.1574,0.5353,2.8029,-0.5022,-0.0893,-0.473,0,19.54,6.32,-60.07,312.32,-8.36,3.52,5,990.7,40.621,46.163044,15.86995,756.11,NaN,,4.46,12.226105,333.1,16 / 24,17005,2022-08-21 23:29:57:032
-2.1876,1.2676,13.3825,-0.2338,2,9.5977,-1.7483,-0.3585,4.683,0.506,-0.3282,0.4365,0,17.49,9.02,-59.91,321.29,-8.92,2.23,5,990.7,30.004,46.16305,15.869946,754.66,NaN,,4.32,12.226105,333.6,16 / 24,17506,2022-08-21 23:29:57:533
0.4445,1.3017,12.2465,0.3831,1.4306,9.6942,1.1307,0.589,2.4151,-0.4711,-0.8756,-0.4846,0,18.24,2.98,-60.94,315.88,-11.66,2.83,5,990.71,43.998,46.16305,15.869946,754.66,NaN,,4.32,12.226105,333.6,16 / 24,18006,2022-08-21 23:29:58:033
-0.003,2.5017,11.8965,0.2352,1.7446,9.6474,-1.0344,1.1457,-1.3409,-0.2063,-0.1075,-0.1904,0,16.31,6.28,-60.19,313.4,-10.25,-1.4,5,990.69,37.821,46.163063,15.86994,753.52,NaN,,4.5,12.226105,325.7,16 / 24,18506,2022-08-21 23:29:58:533
0.6664,2.4185,9.2447,-0.526,1.8319,9.6197,0.2067,-0.2589,-1.9327,-0.1126,-0.025,0.2996,0,17.29,5.98,-60.06,324.73,-11.46,4.04,5,990.71,49.297,46.163063,15.86994,753.52,NaN,,4.5,12.226105,325.7,15 / 24,19005,2022-08-21 23:29:59:032
-2.5998,1.6905,8.4203,-0.6615,1.1724,9.7138,-0.1702,0.6469,-2.4326,-0.1234,0.2264,-0.4192,0,17.27,7.09,-58.99,313.53,-6.94,2.04,5,990.69,41.924,46.16307,15.869931,754.16,NaN,,4.54,12.226105,324.7,15 / 24,19507,2022-08-21 23:29:59:534
-1.2688,1.2784,7.9292,-1.5213,1.863,9.5071,0.0405,-0.6364,-2.9163,0.2783,0.1794,0.0182,0,19.44,9.26,-57.36,328.55,-8.98,7.82,5,990.68,29.739,46.16307,15.869931,754.16,NaN,,4.54,12.226105,324.7,16 / 24,20006,2022-08-21 23:30:00:033
-0.061,2.0668,5.3797,-0.9154,1.1126,9.7002,0.7599,0.1777,0.5643,0.1338,0.0304,-0.1435,0,19.95,5.83,-58.2,309.27,-6.03,4.92,5,990.69,30.596,46.16308,15.869922,755.37,NaN,,4.68,12.226105,318.1,16 / 24,20507,2022-08-21 23:30:00:534
-1.118,-0.1537,8.1852,-1.1923,1.2871,9.6484,-0.9188,-1.5511,2.6134,0.4976,0.3064,0.7146,0,17.79,9.54,-57.39,319.4,-5.75,4.45,5,990.7,36.416,46.16308,15.869922,755.37,NaN,,4.68,12.226105,318.1,16 / 24,21007,2022-08-21 23:30:01:034
-0.4534,1.4704,10.2389,-0.8156,1.2591,9.6912,-0.1633,-0.3322,3.5113,-0.0073,0.3893,-0.369,0,18.62,5.89,-59.1,316.37,-8.92,4.27,5,990.7,34.651,46.16309,15.869911,755.86,NaN,,4.54,12.226105,318.1,15 / 23,21506,2022-08-21 23:30:01:533
-2.0931,1.7492,13.0014,-0.8103,1.3739,9.6761,-1.4041,1.377,0.5043,-0.3155,0.0817,0.145,0,17.7,9.17,-59.02,323.14,-8.05,4.79,5,990.7,29.811,46.16309,15.869911,755.86,NaN,,4.54,12.226105,318.1,15 / 23,22006,2022-08-21 23:30:02:033
0.6371,0.4361,13.6331,-0.6594,1.231,9.7067,0.5682,0.2366,-0.2701,-0.1279,-0.3251,-0.0971,0,18.09,9.56,-58.46,321.02,-7.21,3.89,5,990.7,42.387,46.163094,15.869901,755.41,NaN,,4,12.226105,318.3,16 / 24,22506,2022-08-21 23:30:02:533
-1.6181,2.5932,10.5153,-0.595,0.9683,9.7406,-1.0324,0.5098,-1.4398,-0.1102,-0.2748,-0.0711,0,15.99,10.95,-58.39,324.27,-5.65,3.87,5,990.68,37.5,46.163094,15.869901,755.41,NaN,,4,12.226105,318.3,16 / 24,23005,2022-08-21 23:30:03:032
-0.3332,1.0816,6.9948,-1.1095,1.4117,9.6409,0.6755,-0.4028,-3.1246,-0.0237,-0.0476,0.3503,0,15.75,11.36,-58.54,339.36,-8.04,8.32,5,990.69,48.407,46.1631,15.869894,755.72,NaN,,3.96,12.226105,323.9,17 / 24,23506,2022-08-21 23:30:03:533
0.14,1.8491,7.0971,-0.5309,0.6486,9.7708,0.8371,-0.0053,-0.8745,0.1166,0.0725,-0.5893,0,17.68,10.54,-58.86,315.32,-3.79,3.11,5,990.69,42.654,46.1631,15.869894,755.72,NaN,,3.96,12.226105,323.9,17 / 24,24007,2022-08-21 23:30:04:034
-0.6461,0.2608,7.1426,-1.4224,1.0787,9.6428,0.6137,-0.6232,-1.178,0.1952,-0.0018,0.3958,0,16.28,12.66,-57.69,336.34,-4.5,8.04,5,990.7,42.031,46.16311,15.869887,755.91,NaN,,3.89,12.226105,329.1,16 / 23,24507,2022-08-21 23:30:04:534
0.5306,1.3789,7.145,-0.4105,0.3897,9.7903,1.1077,0.001,-0.4799,0.0243,0.0945,-0.5598,0,16.65,11.51,-57.64,313.69,-3.06,1.18,5,990.7,40.176,46.16311,15.869887,755.91,NaN,,3.89,12.226105,329.1,15 / 22,25007,2022-08-21 23:30:05:034
-0.938,0.1376,8.4012,-1.357,1.0166,9.659,-0.1199,-1.1579,0.0463,0.4127,0.1035,0.661,0,10.8,14.93,-57.64,343.19,-4.19,5.08,5,990.72,34.876,46.163116,15.869879,755.36,NaN,,4.9,12.226105,332.2,15 / 22,25505,2022-08-21 23:30:05:532
-0.7819,1.0014,11.7159,-0.0336,0.6497,9.785,0.7875,-0.4735,1.6154,-0.2645,-0.0415,-0.4003,0,11.36,11.76,-59.42,325.79,-3.8,0.2,5,990.69,41.201,46.163116,15.869879,755.36,NaN,,4.9,12.226105,332.2,15 / 22,26006,2022-08-21 23:30:06:033
-0.2177,0.3583,8.8367,-0.3451,1.4134,9.6981,-0.7874,1.3072,3.3243,-0.1352,0.1272,0.0399,0,6.41,13.82,-58.5,350.12,-8.29,2.04,5,990.7,47.941,46.163128,15.86987,754.38,NaN,,5.11,12.226105,331.6,14 / 22,26505,2022-08-21 23:30:06:532
-0.5593,0.2064,10.8634,0.4879,1.0625,9.7367,0.9433,0.0866,1.7259,-0.3861,-0.399,-0.2469,0,10.13,11.38,-59.66,333.64,-9.14,-0.1,5,990.69,48.296,46.163128,15.86987,754.38,NaN,,5.11,12.226105,331.6,14 / 22,27007,2022-08-21 23:30:07:034
-0.8572,1.6134,14.9845,0.3461,1.4762,9.6887,-0.2284,1.6444,2.3552,-0.2822,0.1876,-0.0518,0,7.84,12.75,-59.66,330.01,-7.13,-3.55,5,990.71,45.651,46.16314,15.869861,754.02,NaN,,5.11,12.226105,332.3,14 / 22,27506,2022-08-21 23:30:07:533
1.0851,-0.4014,11.4455,0.1155,1.0432,9.7503,0.3805,-1.0897,-0.4883,-0.5219,-0.1953,-0.6083,0,8.42,13.78,-59.12,336.69,-6.11,-0.68,5,990.71,49.243,46.16314,15.869861,754.02,NaN,,5.11,12.226105,332.3,14 / 22,28006,2022-08-21 23:30:08:033
0.5085,0.9547,14.5711,0.4842,0.7069,9.7692,-0.9298,1.0905,-0.7322,0.1364,-0.3422,0.2466,0,5.25,15.04,-58.44,337.64,-4.13,-2.84,5,990.68,44.532,46.16315,15.869856,752.77,NaN,,5.76,12.226105,342.7,14 / 22,28506,2022-08-21 23:30:08:533
1.2012,-0.1974,11.2493,0.5057,0.5947,9.7755,-0.0054,-0.6437,0.139,0.2053,-0.6204,-0.1852,0,7.99,15.84,-58.48,339.59,-2.97,0.92,5,990.7,44.059,46.16315,15.869856,752.77,NaN,,5.76,12.226105,342.7,14 / 22,29005,2022-08-21 23:30:09:032
-0.4941,1.7976,11.595,0.1847,0.6638,9.7824,-0.8396,0.8198,0.5589,0.1213,0.0459,0.3361,0,3.81,15.81,-59.34,341.13,-2.07,-2.13,5,990.69,38.225,46.16317,15.869853,752.67,NaN,,5.4,12.226105,348,13 / 21,29505,2022-08-21 23:30:09:532
0.2369,0.405,8.9276,-0.262,0.7389,9.7753,0.2772,-0.7276,-3.4321,0.0425,-0.7918,-0.1943,0,7.13,14.33,-59.81,343.75,-4.32,1.54,5,990.68,47.457,46.16318,15.86985,753.33,NaN,,5.54,12.226105,349.9,14 / 21,30006,2022-08-21 23:30:10:033
-0.1866,2.2798,11.8134,0.2536,0.3281,9.7979,-0.0316,0.5354,-3.9613,0.0212,-0.1436,0.0407,0,4.82,14.7,-59.49,338.96,-1.92,-1.48,5,990.68,36.481,46.16318,15.86985,753.33,NaN,,5.54,12.226105,349.9,14 / 21,30506,2022-08-21 23:30:10:533
