ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.5922,1.7551,9.8483,-0.1073,1.2969,9.7199,0.9266,-0.4061,2.3354,-0.1875,0.577,0.1184,3760.0205,-26.91,10.16,-45.99,59.38,-8.4,1.16,5,992.62,13.453,46.167816,15.859812,869.79,NaN,,4.21,12.226105,49.6,13 / 18,18,2022-08-08 07:09:15:373
0.5055,1.6175,12.082,-0.9595,1.4228,9.6553,-0.748,0.4464,2.9844,-0.9972,-0.0727,-0.0421,4052.9705,-13.72,10.31,-47.57,44.79,-13.3,7.46,5,992.6,35.142,46.167816,15.859812,869.79,NaN,,4.21,12.226105,49.6,13 / 18,518,2022-08-08 07:09:15:873
-1.2502,-1.3256,12.8566,-0.507,0.3239,9.7882,-0.6713,-1.5834,2.871,-0.1994,0.7734,-0.6681,4004.0327,-17.25,15.73,-44.93,42.71,-4.79,1.47,5,992.68,30.882,46.167828,15.859823,870.72,NaN,,4.1,12.226105,31.2,14 / 18,1017,2022-08-08 07:09:16:372
2.0877,0.3637,10.5541,-0.4748,1.0363,9.7402,-0.3461,-0.7826,-0.0031,0.0231,-0.4184,0.9578,4154.0176,-11.42,18.86,-44.32,29.21,-6.07,2.79,5,992.61,19.721,46.167828,15.859823,870.72,NaN,,4.1,12.226105,31.2,14 / 18,1517,2022-08-08 07:09:16:872
-1.1264,-1.8191,10.7498,-0.3436,0.4162,9.7918,-0.149,-1.2272,2.4379,0.3532,0.984,-0.4256,4020.975,-9.36,23.74,-43.03,20.13,2.36,-1.15,5,992.68,21.618,46.16784,15.859828,870.7,NaN,,4.07,12.226105,23.2,14 / 21,2018,2022-08-08 07:09:17:373
-2.479,-2.4843,13.0164,-0.982,-0.0446,9.7573,0.0772,-1.0771,-0.6189,-1.0925,-0.4533,0.9857,3943.0127,-11.64,22.22,-42.73,34.91,-1.26,5.4,5,992.63,23.777,46.16784,15.859828,870.7,NaN,,4.07,12.226105,23.2,14 / 21,2518,2022-08-08 07:09:17:873
-1.2742,-0.2136,13.0852,-0.6626,0.4563,9.7736,1.1138,-0.4909,0.7049,1.4142,1.6742,0.1042,3840.0076,1.56,23.53,-43.31,2.71,-3.84,4.36,5,992.64,21.19,46.16785,15.859831,868.26,NaN,,5,12.226105,6.7,15 / 22,3018,2022-08-08 07:09:18:373
-4.9388,2.3432,11.7326,-1.0983,0.7251,9.7179,0.7487,-1.0387,0.0041,0.6979,0.7821,-0.1042,3798.0227,3.94,20.46,-44.04,2.39,-4.24,6.45,5,992.65,23.929,46.16785,15.859831,868.26,NaN,,5,12.226105,6.7,15 / 22,3517,2022-08-08 07:09:18:872
-1.5936,-0.323,12.737,-1.1435,1.4263,9.6348,0.6036,0.3416,0.6713,0.0621,-0.4003,-0.4818,3902.985,9.75,18.99,-44.27,354.65,-5.51,10.04,5,992.65,29.639,46.167866,15.859832,869.13,NaN,,4.97,12.226105,4.6,15 / 22,4017,2022-08-08 07:09:19:372
-4.0193,1.6588,10.4405,-1.9161,1.5863,9.4859,-0.114,-0.9294,1.0609,0.3437,1.0249,0.3505,3780.0005,6.3,19.44,-45.36,359.65,-5.21,7.42,5,992.65,27.991,46.167866,15.859832,869.13,NaN,,4.97,12.226105,4.6,15 / 22,4518,2022-08-08 07:09:19:873
-0.4451,0.5767,11.5896,-1.4371,1.6164,9.5652,0.4222,-0.2863,1.9753,0.2669,-0.0338,0.1996,3687.9976,9.98,17.81,-45.56,351.78,-7.95,7.98,5,992.67,18.477,46.167877,15.859833,865.75,NaN,,5,12.226105,4.3,15 / 22,5018,2022-08-08 07:09:20:373
-0.8835,-0.1466,12.0419,-1.2911,0.795,9.6887,0.7852,0.2008,-1.0053,0.5587,0.4184,0.4843,3745.9805,8.85,19.58,-45.17,352.82,-4.65,7.59,5,992.69,15.154,46.167877,15.859833,865.75,NaN,,5,12.226105,4.3,15 / 22,5519,2022-08-08 07:09:20:874
0.5862,1.0905,8.7194,-0.6373,1.183,9.7142,0.8802,1.9187,-4.017,1.3122,0.3868,-0.0114,3787.0205,11.27,19.14,-43.86,342.71,-4.62,5.14,5,992.69,15.294,46.16789,15.859833,871.32,NaN,,5.18,12.226105,0.3,15 / 22,6017,2022-08-08 07:09:21:372
-0.8345,-0.3212,10.9525,-0.7507,0.7172,9.7515,-0.8444,-0.2107,-1.4897,0.292,0.6209,0.648,3781.0127,5.94,20.19,-44.85,346.22,0.8,1.59,5,992.71,15.542,46.16789,15.859833,871.32,NaN,,5.18,12.226105,0.3,15 / 22,6518,2022-08-08 07:09:21:873
-1.7767,1.1503,12.2764,-1.6803,1.8075,9.4911,0.7575,-0.3024,0.5491,0.4719,1.0032,0.1911,3986.0105,9.36,20.55,-43.97,354.24,-3.69,8.49,5,992.7,11.15,46.167904,15.859833,872.94,NaN,,5.26,12.226105,358.6,15 / 22,7018,2022-08-08 07:09:22:373
-4.0528,-0.5815,7.8634,-1.8497,0.7022,9.605,-0.1709,0.4902,-1.4884,0.3348,0.3202,0.7194,4005.9905,14.34,18.28,-44.14,345.67,-4.11,10.9,5,992.71,17.307,46.167904,15.859833,872.94,NaN,,5.26,12.226105,358.6,15 / 22,7517,2022-08-08 07:09:22:872
-0.3033,2.12,8.2032,-1.6295,0.9221,9.6263,0.9061,1.6651,-3.3807,0.2538,-0.3105,-0.0489,3820.973,11.89,19.46,-43.2,345.14,-0.27,9.04,5,992.73,14.609,46.16792,15.859832,873.17,NaN,,5.29,12.226105,356.2,15 / 22,8018,2022-08-08 07:09:23:373
-1.4889,-0.402,11.9228,-1.5108,0.7377,9.6614,-0.3454,0.5365,-1.5483,0.4873,0.2139,0.7839,3728.0251,10.41,19.61,-43.93,346.12,0.17,6.55,5,992.77,18.359,46.16792,15.859832,873.17,NaN,,5.29,12.226105,356.2,15 / 22,8519,2022-08-08 07:09:23:874
0.323,0.6742,10.8144,-1.2829,0.1001,9.7219,-0.1104,1.3718,-1.2654,0.237,-0.5116,0.0768,3705.0076,14.64,19.07,-43.41,334.58,-0.58,7.52,5,992.74,18.915,46.16793,15.85983,876.12,NaN,,5.29,12.226105,354,13 / 23,9019,2022-08-08 07:09:24:374
-1.6899,0.0425,8.7254,-0.8791,0.4935,9.7547,0.6858,0.4699,-3.5377,0.3862,0.4656,0.1121,3792.0151,13.37,18.58,-44.08,337.04,-2.88,5.15,5,992.75,30.223,46.16793,15.85983,876.12,NaN,,5.29,12.226105,354,13 / 23,9519,2022-08-08 07:09:24:874
0.6162,1.5194,7.7414,-0.9062,0.5147,9.7511,0.8704,1.15,-3.0609,0.4413,-0.0431,0.0115,3764.0027,14.01,18.54,-42.96,335.8,1.46,7.81,5,992.76,29.919,46.16795,15.859826,876.22,NaN,,5.36,12.226105,349.5,13 / 22,10018,2022-08-08 07:09:25:373
