ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
3.0676,-0.3972,16.4028,0.5822,0.1368,9.7884,-1.1016,-0.2431,1.0315,-0.5232,-1.0704,0.6709,19604.97,-16.41,15.39,-41.27,43.47,-5.41,2.48,5,988.87,31.049,46.167816,15.85986,889.82,NaN,,4.57,12.226105,35.2,19 / 27,6,2022-08-06 08:24:44:870
-2.6638,-1.456,11.3701,-0.5106,-0.2914,9.789,0.2998,-1.0449,-2.1626,-0.3186,0.3287,-1.3171,20504.004,-18.53,22.26,-37.33,44.97,1.7,2.99,5,988.89,27.404,46.167828,15.859867,890.99,NaN,,4.72,12.226105,23.5,19 / 27,505,2022-08-06 08:24:45:369
-2.9773,-0.9835,9.3111,-1.4289,0.353,9.6956,-1.5339,0.2824,-2.7122,-0.6044,0.2482,0.8518,28347.031,-12.58,20.4,-39.98,41.21,-2.06,8.38,5,988.85,36.388,46.167828,15.859867,890.99,NaN,,4.72,12.226105,23.5,19 / 27,1005,2022-08-06 08:24:45:869
1.4082,0.012,11.4526,0.4451,-0.0131,9.7965,-0.6252,0.4514,-1.634,0.0325,-0.8425,0.9236,16087.007,-8.34,24.11,-38.74,14.56,0.08,-2.6,5,988.92,39.348,46.16784,15.859872,890.61,NaN,,4.72,12.226105,13.1,19 / 27,1505,2022-08-06 08:24:46:369
-1.456,-0.6341,13.4626,-0.3498,0.4016,9.7922,-0.2538,1.7685,-3.3973,-0.0373,-0.1176,0.39,14028.998,-8.44,22.82,-39.11,24.25,-0.04,3.51,5,988.91,27.334,46.16784,15.859872,890.61,NaN,,4.72,12.226105,13.1,19 / 27,2006,2022-08-06 08:24:46:870
-0.4074,0.1549,9.7292,-0.0794,0.2087,9.8041,0.5845,0.1641,-1.4941,0.6362,0.1025,-0.0302,13716.002,-4.03,22.37,-39.82,10.72,-1.22,0.46,5,988.95,31.095,46.16785,15.859875,890.17,NaN,,4.75,12.226105,0.4,19 / 27,2505,2022-08-06 08:24:47:369
-3.393,1.8012,5.2666,-0.7983,0.8894,9.7336,0.1852,1.2419,-4.5507,0.235,0.5053,0.2311,17628.977,-5.89,19.05,-41.36,22.45,-5.2,4.69,5,988.93,19.785,46.16785,15.859875,890.17,NaN,,4.75,12.226105,0.4,19 / 27,3005,2022-08-06 08:24:47:869
-1.2526,0.5474,7.2909,-0.8521,0.5749,9.7526,0.4472,0.2805,-2.398,0.0099,-0.9588,-0.2246,18882.99,-3.9,19.82,-40.65,18.68,-3.36,4.99,5,988.91,28.503,46.167866,15.859875,889.41,NaN,,4.75,12.226105,359.9,18 / 27,3506,2022-08-06 08:24:48:370
-0.3834,1.7701,7.7856,-0.2318,0.4686,9.7927,-1.5434,0.3291,-2.7634,0.6081,-1.0072,0.313,14899.007,-2.31,23.94,-39,9.18,-0.52,2.85,5,989.04,30.216,46.167866,15.859875,889.41,NaN,,4.75,12.226105,359.9,18 / 27,4005,2022-08-06 08:24:48:869
0.4732,-0.5336,8.2337,0.2675,0.2402,9.8001,0.6753,0.7147,-2.372,0.141,0.1804,-0.2085,15513.998,-4.82,21.49,-40.43,10.08,-1.4,-1.56,5,989.02,16.245,46.16788,15.859872,888.86,NaN,,4.97,12.226105,352.2,18 / 27,4505,2022-08-06 08:24:49:369
-2.6483,0.3834,7.0457,-0.5075,-0.724,9.7667,0.5223,2.4245,-4.8107,-0.5566,0.235,0.5287,14516.011,-5.51,22.24,-40.01,22.99,4.23,2.97,5,988.93,21.632,46.16788,15.859872,888.86,NaN,,4.97,12.226105,352.2,18 / 27,5005,2022-08-06 08:24:49:869
2.403,0.4522,9.6341,-0.2333,-0.0056,9.8039,0.8937,0.0396,-1.642,-0.7039,-1.1556,-0.0388,17871.031,3.21,23.53,-38.62,355.06,0.03,1.36,5,989,23.66,46.167892,15.85987,888.5,NaN,,4.72,12.226105,359.2,18 / 27,5505,2022-08-06 08:24:50:369
-2.3952,1.6301,4.934,-0.6268,0.5197,9.7728,-0.3861,0.6582,-3.5942,0.2693,0.2611,-0.0986,15448.997,-1.22,22.35,-39.94,5.26,0.55,1.42,5,989.12,21.913,46.167892,15.85987,888.5,NaN,,4.72,12.226105,359.2,18 / 27,6006,2022-08-06 08:24:50:870
0.5713,0.2441,7.8072,-1.1005,-0.2174,9.7423,0.5532,-0.0955,0.8835,0.3689,0.1032,-0.0516,18584.979,-0.15,21.53,-39.71,12.01,1.27,6.45,5,989.02,25.908,46.167904,15.859869,886.66,NaN,,4.93,12.226105,356.1,18 / 27,6506,2022-08-06 08:24:51:370
-2.5448,1.4255,7.2203,-0.1437,-0.7065,9.7801,-0.1387,2.1152,-1.6587,0.088,-0.0116,-0.2762,14156.033,-2.59,23.89,-39.39,9.6,4.13,0.84,5,989.1,24.144,46.167904,15.859869,886.66,NaN,,4.93,12.226105,356.1,18 / 27,7005,2022-08-06 08:24:51:869
0.7992,1.2197,5.4443,-1.0672,0.4766,9.7368,1.0369,-0.3695,-3.2022,0.5589,0.039,0.925,14967.99,-1.05,22.46,-40.31,12.62,-2.79,6.25,5,989.02,24.833,46.167915,15.859867,886.14,NaN,,5,12.226105,357.3,18 / 27,7506,2022-08-06 08:24:52:370
-2.671,2.537,6.2961,-1.0032,0.0492,9.7551,-0.0116,1.9867,-2.2708,0.1535,0.3494,0.2316,14528.972,-0.64,21.38,-40.73,5.45,3.42,1.07,5,989.1,20.33,46.167915,15.859867,886.14,NaN,,5,12.226105,357.3,18 / 27,8006,2022-08-06 08:24:52:870
0.673,0.6742,7.4052,-1.185,-0.8566,9.697,-0.117,-0.5734,-0.834,0.4288,-0.0945,0.1428,12501.001,1.22,24.04,-38.4,9.96,5.01,6.97,5,989,26.929,46.167927,15.859865,884.95,NaN,,4.97,12.226105,351.9,18 / 27,8506,2022-08-06 08:24:53:370
-1.1324,0.6999,7.6714,-2.3717,-0.5966,9.4968,-0.0093,-0.3756,-1.3157,-0.0489,0.5402,0.2014,17904.982,3.88,23.81,-37.74,13.82,3.49,14.02,5,989.06,24.09,46.167927,15.859865,884.95,NaN,,4.97,12.226105,351.9,18 / 27,9005,2022-08-06 08:24:53:869
-1.5368,0.0897,7.9137,-2.6706,-0.2595,9.4324,1.5853,1.1541,-2.5717,-0.3739,0.1206,0.1387,21716.979,12.88,22.24,-36.13,352.66,1.52,15.81,5,989.15,25.971,46.167946,15.859863,884.32,NaN,,4.86,12.226105,350.1,18 / 27,9505,2022-08-06 08:24:54:369
-1.7767,1.9819,7.5188,-0.5283,0.7388,9.7645,-1.4314,0.8699,-2.7685,0.2776,-0.4649,0.0754,16083.968,5.85,20.7,-37.82,351.71,0.09,4.42,5,989.09,21.663,46.167946,15.859863,884.32,NaN,,4.86,12.226105,350.1,18 / 27,10006,2022-08-06 08:24:54:870
-1.864,0.0837,9.1125,-0.9256,-1.0008,9.7114,-0.3682,0.5439,-2.0093,-0.1292,-0.0599,0.4556,13352.985,4.16,21.19,-39.82,359.36,5.86,5.44,5,989.11,28.959,46.167957,15.85986,881.77,NaN,,5.11,12.226105,352.4,18 / 27,10505,2022-08-06 08:24:55:369
-1.7492,0.8231,8.2816,-1.14,-0.367,9.7332,1.3305,0.9437,-2.182,0.1015,0.2061,-0.6282,10591.0205,4.67,25.01,-38.14,358.67,2.14,6.68,5,989.18,23.327,46.167957,15.85986,881.77,NaN,,5.11,12.226105,352.4,18 / 27,11005,2022-08-06 08:24:55:869
-1.8329,-0.2764,6.9368,-1.7322,-0.8076,9.6186,-0.2427,0.3759,-3.1526,-0.0057,-0.0442,0.0952,9469.98,4.65,25.05,-37.63,4.77,4.72,10.21,5,989.16,31.35,46.16797,15.859857,880.31,NaN,,4.97,12.226105,347.4,18 / 27,11506,2022-08-06 08:24:56:370
-1.2335,0.597,6.6832,-1.2366,-0.2779,9.7244,0.1515,0.9637,-3.1085,0.1749,-0.0938,0.2137,9238.995,3.45,25.78,-37.5,5.44,4.69,8,5,989.2,17.397,46.16797,15.859857,880.31,NaN,,4.97,12.226105,347.4,18 / 27,12005,2022-08-06 08:24:56:869
-3.6814,-1.2718,6.9876,-0.4511,-0.5366,9.7816,-1.5065,-1.8286,0.2102,-0.1303,0.4504,-1.5993,8851.005,0.38,24.13,-38.1,4.57,3.14,2.64,5,989.19,33.814,46.167984,15.859853,879.24,NaN,,5,12.226105,349.7,18 / 27,12505,2022-08-06 08:24:57:369
-2.8421,2.6752,7.7689,-1.4826,-0.5041,9.6808,-2.1408,1.2378,-3.7354,-0.1614,-0.4115,0.0344,11504.025,-9.43,22.24,-39.62,36.77,2.95,8.71,5,989.2,23.854,46.167984,15.859853,879.24,NaN,,5,12.226105,349.7,18 / 27,13005,2022-08-06 08:24:57:869
-1.1856,1.1952,3.7364,0.9203,0.3154,9.7583,-0.5219,0.641,-2.0345,0.1962,0.0626,-0.7059,8999.978,-12.71,18.04,-40.65,25.18,-1.84,-5.39,5,989.17,36.953,46.167995,15.859855,879.1,NaN,,5.22,12.226105,3.6,18 / 27,13505,2022-08-06 08:24:58:369
1.1228,1.7982,6.676,-0.1441,-0.4703,9.7943,1.15,1.7915,-1.5354,0.4972,-0.3449,0.1611,9825.976,-19.39,15.36,-39.3,56.15,2.75,0.84,5,989.25,24.423,46.167995,15.859855,879.1,NaN,,5.22,12.226105,3.6,18 / 27,14006,2022-08-06 08:24:58:870
-3.2824,-0.2225,7.9777,-1.9668,-0.4728,9.5958,-2.6995,-0.148,-0.8756,0.5434,-0.0768,0.0497,9550.98,-19.14,14.06,-40.35,65.26,2.76,11.58,5,989.19,21.698,46.16801,15.85986,878.17,NaN,,4.97,12.226105,9.4,18 / 27,14506,2022-08-06 08:24:59:370
-3.2841,1.678,9.0909,-2.0199,0.4177,9.5873,-0.1834,0.8914,-0.6503,-0.6399,-0.2098,1.2061,9652.028,-11.74,13.16,-43.14,54.54,-2.44,11.9,5,989.15,47.715,46.16801,15.85986,878.17,NaN,,4.97,12.226105,9.4,18 / 27,15006,2022-08-06 08:24:59:870
