ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.4168,2.8235,8.8247,-0.8764,3.3229,9.1848,-0.3483,-0.3032,-1.3822,-0.329,0.4621,-0.1872,2006.0326,7.76,-13.82,-38.66,273.23,-19.81,5.45,5,992.14,31.976,46.162777,15.870348,691.87,NaN,,0,51.35583,,0 / 8,17,2022-08-13 18:30:05:926
-1.1623,2.3833,9.198,-0.9222,2.7818,9.3585,0.5886,-0.315,-1.1372,-0.1151,0.1651,-0.0526,1826.0103,12.71,-14.04,-38.62,257.3,-16.48,5.63,5,992.09,35.531,46.16278,15.87029,759.94,NaN,,6.08,23.885529,343.9,May-19,517,2022-08-13 18:30:06:426
-1.0624,2.4592,8.5621,-1.3773,3.1865,9.1717,0.3411,-0.4806,2.2652,0.4081,0.0716,0.2736,1239.03,12.66,-13.61,-38.7,269.34,-18.96,8.54,5,992.11,26.796,46.16278,15.87029,759.94,NaN,,6.08,23.885529,343.9,May-19,1017,2022-08-13 18:30:06:926
-0.1376,1.2921,13.0923,-0.35,2.1604,9.5593,-0.111,0.2576,3.2282,-0.2524,-0.4685,-0.5685,1601.0326,14.12,-15.45,-38.34,243.97,-12.73,2.1,5,992.13,34.491,46.162807,15.87027,779.83,NaN,,4.46,20.011621,323.7,15 / 22,1517,2022-08-13 18:30:07:426
-2.604,2.2965,11.5723,-1.5496,2.5238,9.3488,-0.5474,0.2838,0.6647,-0.4833,0.421,0.2032,1505.9926,9.15,-11.42,-39.64,267.67,-14.91,9.41,5,992.11,33.387,46.162807,15.87027,779.83,NaN,,4.46,20.011621,323.7,15 / 22,2016,2022-08-13 18:30:07:925
-4.9376,4.9412,8.8122,-1.7832,3.5332,8.9726,0.5081,-0.0664,0.0889,0.8755,-0.1831,-0.6122,1523.0026,12.21,-12.19,-37.52,284.08,-19.1,8.65,5,992.12,29.378,46.162807,15.87027,779.83,NaN,,4.46,20.011621,323.7,18 / 24,2516,2022-08-13 18:30:08:425
-3.3045,3.2411,10.669,-1.6264,2.9891,9.1973,-1.6665,1.6175,-4.1551,-0.3416,-0.9572,0.2715,1124.01,15.49,-17.94,-37.07,231.66,-21.62,18.33,5,992.09,17.831,46.162807,15.87027,779.83,NaN,,4.46,20.011621,323.7,18 / 24,3017,2022-08-13 18:30:08:926
-0.2465,2.7984,3.9308,-0.5792,1.6123,9.6558,0.4536,-1.365,0.7318,1.1191,0.0248,0.2118,2525.985,7.44,-9.06,-38.76,242.63,-9.46,3.43,5,992.1,42.958,46.162827,15.870259,761.1,NaN,,4.36,17.547268,323.3,18 / 24,3516,2022-08-13 18:30:09:425
-0.122,2.4778,7.998,0.3638,1.3314,9.709,0.6513,-0.1966,-2.7874,0.2831,0.1752,-0.4877,2585.9927,7.59,-5.34,-38.25,270.98,-7.8,-2.15,5,992.11,40.051,46.162827,15.870259,761.1,NaN,,4.36,17.547268,323.3,18 / 24,4016,2022-08-13 18:30:09:925
-0.7789,1.2323,7.5182,-0.5226,1.3204,9.7033,0.9742,0.3139,-0.831,-0.4569,0.1226,0.2006,1834.9875,-2.18,-8.31,-38.06,104.95,-9.78,5.43,5,992.1,15.485,46.162827,15.870259,761.1,NaN,,4.36,17.547268,323.3,18 / 24,4517,2022-08-13 18:30:10:426
