ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-2.8116,-0.8955,12.6299,-1.3052,0.635,9.6986,-1.416,-1.5399,4.5925,-0.3425,0.0983,0.2411,51.975,-8.46,28.88,-46.33,19.05,-7.53,4.98,5,986.42,39.765,46.167866,15.859832,861.05,NaN,,5.94,12.226105,42.5,15 / 18,36,2022-08-20 20:09:53:862
3.7914,0.99,15.2812,0.8315,0.5797,9.7541,-0.4131,0.2843,-2.7401,-0.2289,0.036,-0.1071,47.9925,-6.24,29.36,-46.56,10.07,-7.18,0.18,5,986.43,44.22,46.167877,15.859843,864.04,NaN,,5.9,12.226105,36.5,15 / 18,537,2022-08-20 20:09:54:363
0.6473,-2.1697,14.7362,0.2658,0.2502,9.7999,-0.5154,-1.3109,1.7304,0.0984,0.732,0.9869,40.9725,-11.72,34.54,-43.11,16.7,-1.46,-1.55,5,986.53,46.049,46.167877,15.859843,864.04,NaN,,5.9,12.226105,36.5,15 / 18,1038,2022-08-20 20:09:54:864
-1.1994,0.9966,9.0873,0.3043,-0.0188,9.8019,2.5231,-0.345,0.0844,-0.0133,0.3687,-0.9031,42.9975,1.71,36.62,-44.85,354.38,-5.69,-2.62,5,986.46,50.4,46.16789,15.859852,865.54,NaN,,6.08,12.226105,26.7,15 / 18,1536,2022-08-20 20:09:55:362
-0.9673,-4.1904,13.2191,-0.1315,-1.4811,9.6933,1.3357,-1.6633,3.6498,-1.14,0.5017,-0.4326,46.98,-1.84,41.12,-41.79,0.1,2.89,-2.63,5,986.46,38.44,46.16789,15.859852,865.54,NaN,,6.08,12.226105,26.7,15 / 18,2037,2022-08-20 20:09:55:863
-1.8891,-5.1829,17.0764,-0.4094,-0.8908,9.7575,-0.7259,0.257,-1.4048,-0.8796,0.461,-0.78,46.98,0.96,44.48,-39.24,358.87,9.22,0.39,5,986.49,47,46.167904,15.859858,866.05,NaN,,5.94,12.226105,17.9,15 / 18,2536,2022-08-20 20:09:56:362
-1.4369,-5.9533,17.787,-0.7545,-1.2282,9.7001,-2.0206,-0.9282,3.6663,0.1975,0.1121,0.9242,51.03,5.59,44.34,-40.05,354.08,6.86,2.81,5,986.5,41.303,46.167904,15.859858,866.05,NaN,,5.94,12.226105,17.9,15 / 18,3036,2022-08-20 20:09:56:862
2.1511,-3.883,11.3707,0.9723,-1.5492,9.6346,1.1632,-1.5848,2.1605,0.3203,-0.53,-1.002,45.9675,8.63,44.29,-39.49,347.61,8.17,0.96,5,986.54,45.341,46.167923,15.859859,864.36,NaN,,5.87,12.226105,9.5,15 / 18,3536,2022-08-20 20:09:57:362
-1.5984,-5.9426,15.2776,-1.3755,-1.5311,9.5882,-0.0986,-2.3703,2.8507,-0.435,0.1222,0.0686,51.03,3,46.33,-37.78,359.86,7.69,4.37,5,986.51,42.799,46.167923,15.859859,864.36,NaN,,5.87,12.226105,9.5,15 / 18,4037,2022-08-20 20:09:57:863
-2.6662,-5.0351,15.8525,-0.2054,-0.6793,9.7809,1.9657,-1.8907,-2.1299,-1.1834,0.0087,-1.5931,49.005,8.81,44.91,-39.53,349.37,7.2,2.24,5,986.51,42.089,46.16794,15.859857,863.63,NaN,,5.87,12.226105,1.8,15 / 18,4536,2022-08-20 20:09:58:362
