ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-3.4217,2.0979,9.6873,-2.0358,2.4464,9.2758,-0.0717,-1.303,1.6145,0.1749,-1.4997,0.4258,126.0225,22.09,-4.44,-36.81,288.53,-14.86,5.6,5,996.26,25.438,46.162952,15.870308,808.19,NaN,,1.15,37.228188,295.9,15 / 20,7,2022-08-06 20:08:52:503
0.9912,1.7946,11.6148,-0.3749,2.0835,9.5754,0.6474,0.0063,0.757,-0.889,0.7706,0.2563,153.9675,10.41,-12.24,-39,255.33,-13.69,1.35,5,996.27,13.897,46.162952,15.870308,808.19,NaN,,1.15,37.228188,295.9,15 / 20,506,2022-08-06 20:08:53:002
-1.2975,1.2263,9.8046,-0.0536,1.4669,9.6962,-0.3912,0.7793,-0.3328,0.7349,0.1568,0.3149,187.9875,11.21,-7.13,-42.71,259.38,-6.36,-1.13,5,996.28,11.621,46.16294,15.870433,782.93,NaN,,1.76,24.351044,247.1,15 / 20,1008,2022-08-06 20:08:53:504
0.4702,1.9035,9.4457,-1.0837,1.8313,9.573,-0.1476,-1.9191,-2.1463,-0.1474,-0.0738,0.0454,206.01,13.95,-11.36,-39.86,251.82,-10.76,6.46,5,996.27,16.087,46.16294,15.870433,782.93,NaN,,1.76,24.351044,247.1,15 / 20,1506,2022-08-06 20:08:54:002
-2.3856,0.7394,7.8855,-0.809,0.9317,9.7287,0.4352,-0.7441,-1.9136,0.1762,0.4544,-0.5774,236.9925,12.71,-15.04,-38.31,226.45,-5.69,1.96,5,996.26,10.479,46.16293,15.870505,761.88,NaN,,2.84,20.48178,206.9,15 / 20,2007,2022-08-06 20:08:54:503
-0.3888,-0.0491,7.4279,-1.8276,1.0152,9.5812,1.3115,-0.5602,-0.8012,0.0479,-0.1411,0.7753,250.02,22.95,-6.96,-38.03,256.24,-4.64,11.96,5,996.29,13.163,46.16293,15.870505,761.88,NaN,,2.84,20.48178,206.9,15 / 20,2507,2022-08-06 20:08:55:003
-0.0538,1.0588,8.5639,-0.31,0.8393,9.7658,0.3812,0.2317,-0.7663,0.6272,-0.3766,-0.8141,245.025,18.83,-12.24,-39.09,233.46,-0.71,5.02,5,996.32,18.207,46.162914,15.870533,755.23,NaN,,3.2,20.3041,231.3,17 / 22,3007,2022-08-06 20:08:55:503
0.3206,2.7517,8.6985,-0.962,2.2344,9.5001,0.5037,-0.4536,3.3946,0.8215,0.318,0.7931,231.9975,17.87,-14.38,-38.64,252.61,-13.17,5.78,5,996.27,11.894,46.162914,15.870533,755.23,NaN,,3.2,20.3041,231.3,17 / 22,3506,2022-08-06 20:08:56:002
1.258,1.7557,14.0794,-0.3363,2.1649,9.5588,-0.6275,2.572,2.0297,-0.6223,-1.826,-0.6402,187.9875,19.48,-22.95,-32.44,222.36,-16.26,13.41,5,996.26,11.393,46.162914,15.870533,755.23,NaN,,3.2,20.3041,231.3,17 / 23,4007,2022-08-06 20:08:56:503
-2.6405,1.0337,13.602,-0.7833,1.7961,9.6089,-1.2351,0.356,1.7308,-0.0085,0.0126,-0.0658,186.03,9.38,-16.71,-38.89,217.28,-10.37,2.43,5,996.3,13.653,46.162914,15.870533,755.23,NaN,,3.2,20.3041,231.3,17 / 23,4507,2022-08-06 20:08:57:003
