ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),ATMOSPHERIC PRESSURE (hPa),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Altitude-atmospheric pressure ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
1.4536,1.3244,13.1922,0.1341,2.2238,9.5502,0.2619,1.3517,-0.7339,0.1613,-1.3355,-0.8241,7839.99,9.47,-27.09,-28.35,198.68,-11.04,3.83,5,995.72,14.205,46.16298,15.871013,762.6,NaN,,4.21,12.598004,231.6,18 / 23,7,2022-07-28 08:51:16:768
2.9486,2.0489,8.6842,2.0743,1.1311,9.5178,1.4135,0.8868,-1.3129,0.0474,-0.7068,0.2845,8124.0303,3.24,-26.42,-30.75,207.5,-9.54,-14.82,5,995.7,31.762,46.16298,15.871013,762.6,NaN,,4.21,12.598004,231.6,18 / 23,507,2022-07-28 08:51:17:268
-0.064,-2.0094,5.9031,-0.9593,-1.6947,9.6114,-0.7152,0.3814,0.8108,1.1827,-0.8934,-0.4174,5202.968,5.63,-20.49,-32.36,190.72,2.71,3.44,5,995.84,34.396,46.162975,15.871005,760.09,NaN,,3.92,12.463923,230.9,17 / 22,1006,2022-07-28 08:51:17:767
-2.0704,1.343,7.3292,-0.4825,0.4734,9.7833,-0.5482,-0.6977,0.8384,1.6323,-0.1112,-0.6506,9144.022,10.78,-15.9,-33.23,217.63,-0.34,-2.08,5,995.65,14.335,46.162975,15.871005,760.09,NaN,,3.92,12.463923,230.9,17 / 22,1507,2022-07-28 08:51:18:268
-1.2108,0.5145,8.8899,-1.181,0.5207,9.7213,1.1465,-0.666,1.3074,0.1959,0.1583,0.2329,22623.977,17.21,-20.68,-28.22,216.64,-5.69,7.24,5,995.71,11.312,46.162968,15.870997,759.35,NaN,,4.25,14.197974,223.1,17 / 22,2007,2022-07-28 08:51:18:768
-0.9948,-0.4379,12.0796,-1.2266,0.8293,9.6942,-0.1269,-0.5965,1.9958,0.0752,0.1137,-0.2853,4014.9675,16.18,-21,-28.95,215.6,-5.68,6.16,5,995.7,14.612,46.162968,15.870997,759.35,NaN,,4.25,14.197974,223.1,17 / 22,2508,2022-07-28 08:51:19:269
-3.4217,0.4953,11.6405,-1.3838,0.1695,9.7071,-1.0818,0.0681,1.5518,-0.9199,-0.3772,0.5641,4210.988,19.16,-18.58,-28.52,222.56,-5.02,7.85,5,995.69,31.238,46.162956,15.870994,758.35,NaN,,4.36,12.226105,216.5,18 / 23,3007,2022-07-28 08:51:19:768
-0.8064,0.7986,11.0369,-1.0656,0.4847,9.7365,0.4382,0.2871,1.1368,0.2296,-0.1485,-0.1757,10560.983,17.46,-17.08,-30.02,220.02,-1.74,6.56,5,995.71,15.075,46.162956,15.870994,758.35,NaN,,4.36,12.226105,216.5,18 / 23,3507,2022-07-28 08:51:20:268
-2.7099,0.6185,11.1565,-0.9313,0.5874,9.7446,-0.1633,-0.0911,-0.8883,0.3038,0.2904,-0.3808,4960.98,17.29,-16.54,-29.94,224.13,-3.99,4.97,5,995.69,35.793,46.16295,15.87099,758.77,NaN,,4,12.226105,219.2,18 / 23,4007,2022-07-28 08:51:20:768
-0.7232,2.8295,7.4237,-1.3496,0.8967,9.6719,-1.1787,-0.8177,-1.9195,0.7612,-0.5696,0.4379,7400.97,18.21,-18.11,-29.03,222.52,-5.25,7.94,5,995.71,11.137,46.16295,15.87099,758.77,NaN,,4,12.226105,219.2,18 / 23,4506,2022-07-28 08:51:21:267
0.1155,0.8638,7.264,-0.6395,0.7325,9.7583,0.1,-0.7285,-0.7531,0.4912,-0.0783,-0.2631,4291.988,15.94,-20.25,-29.31,214.47,-3.24,6.68,5,995.71,17.405,46.162945,15.870982,756.39,NaN,,3.35,12.226105,230,18 / 23,5006,2022-07-28 08:51:21:767
-2.2546,-1.0086,9.4499,-1.2326,-0.3563,9.7224,0.3639,-1.0836,2.0254,0.3105,-0.0621,0.3228,4877.0103,16.97,-18.84,-29.44,212.58,1.57,8.21,5,995.71,9.726,46.162945,15.870982,756.39,NaN,,3.35,12.226105,230,18 / 23,5507,2022-07-28 08:51:22:268
-0.8309,-0.8668,10.8538,-0.7452,0.0356,9.7782,0.6068,-0.886,2.7357,-0.1939,-0.0175,-0.3666,2939.0176,14.7,-18.92,-31.26,214.61,-2.32,5.07,5,995.71,12.163,46.162945,15.870973,755.29,NaN,,3.56,12.226105,235.6,17 / 24,6007,2022-07-28 08:51:22:768
